actor_id,predicate,frame,x,y,w,h,region_id,region_cx,region_cy,area,speed,true_subject_type,cluster
0.0,specialized_miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
0.0,specialized_talking_phone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
0.0,specialized_texting_phone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1
0.0,vehicle_moving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
0.0,vehicle_starting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24
0.0,vehicle_stopping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28
0.0,vehicle_turning_left,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30
0.0,vehicle_turning_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26
7.0,Talking,0.0,276.0,688.0,345.0,845.0,0.0,0.0,0.0,291525.0,0.0,Person,8
6.0,Talking,0.0,349.0,709.0,410.0,850.0,0.0,0.0,0.0,348500.0,75.96051605933177,Person,8
7.0,Talking,2710.0,287.0,714.0,356.0,868.0,7.0,322.2,791.0,309008.0,62.20128616033595,Person,8
6.0,Talking,2710.0,349.0,712.0,437.0,864.0,0.0,0.0,0.0,377568.0,62.03224967708329,Person,8
9.0,Talking,3293.0,453.0,586.0,536.0,720.0,0.0,0.0,0.0,385920.0,163.37686494727458,Person,8
12.0,Talking,3293.0,416.0,568.0,493.0,701.0,0.0,0.0,0.0,345593.0,41.14608122288197,Person,8
9.0,Talking,3693.0,397.0,533.0,456.0,640.0,0.0,0.0,0.0,291840.0,39.82461550347976,Person,8
12.0,Talking,3693.0,496.0,544.0,565.0,680.0,0.0,0.0,0.0,384200.0,99.60923651951158,Person,8
7.0,Talking,4991.0,268.0,729.0,348.0,883.0,7.0,308.0,806.0,307284.0,293.6136917788406,Person,8
10.0,Talking,4991.0,273.0,700.0,338.0,837.0,10.0,305.917,769.417,282906.0,29.42787793912432,Person,8
6.0,Talking,4991.0,341.0,712.0,416.0,856.0,0.0,0.0,0.0,356096.0,69.05070600652827,Person,8
7.0,Talking,5085.0,269.0,729.0,342.0,883.0,7.0,306.02700000000004,806.0,301986.0,73.97972695272672,Person,8
6.0,Talking,5085.0,335.0,710.0,407.0,861.0,0.0,0.0,0.0,350427.0,68.6804193347711,Person,8
7.0,Talking,6324.0,289.0,687.0,360.0,843.0,7.0,324.5,765.0,303480.0,51.42956348249516,Person,8
6.0,Talking,6324.0,336.0,714.0,424.0,856.0,0.0,0.0,0.0,362944.0,54.20332093147061,Person,8
12.0,Person_Person_Interaction,3199.0,368.0,594.0,453.0,730.0,0.0,0.0,0.0,330690.0,124.1933975700802,Person,13
9.0,Person_Person_Interaction,3199.0,450.0,592.0,528.0,728.0,0.0,0.0,0.0,384384.0,82.02438661763951,Person,13
10.0,Person_Person_Interaction,4910.0,269.0,690.0,337.0,827.0,10.0,303.833,758.833,278699.0,205.8275977608445,Person,13
6.0,Person_Person_Interaction,4910.0,336.0,713.0,411.0,857.0,0.0,0.0,0.0,352227.0,70.83784299369935,Person,13
7.0,Person_Person_Interaction,4959.0,268.0,729.0,348.0,883.0,7.0,308.0,806.0,307284.0,69.85699678629192,Person,13
10.0,Person_Person_Interaction,4959.0,278.0,693.0,343.0,830.0,10.0,311.056,761.5,284690.0,37.36308338453881,Person,13
21.0,Person_Person_Interaction,9906.0,1098.0,528.0,1162.0,674.0,0.0,0.0,0.0,783188.0,836.4358911476719,Person,13
19.0,Person_Person_Interaction,9906.0,1061.0,584.0,1122.0,720.0,0.0,0.0,0.0,807840.0,67.11929677819934,Person,13
19.0,Person_Person_Interaction,10046.0,1044.0,593.0,1096.0,711.0,0.0,0.0,0.0,779256.0,19.235384061671343,Person,13
21.0,Person_Person_Interaction,10046.0,1080.0,549.0,1178.0,677.0,0.0,0.0,0.0,797506.0,56.85068161420758,Person,13
29.0,Person_Person_Interaction,19310.0,1039.0,502.0,1114.0,657.0,0.0,0.0,0.0,731898.0,62.369864518050704,Person,13
32.0,Person_Person_Interaction,19310.0,1090.0,512.0,1186.0,637.0,0.0,0.0,0.0,755482.0,51.97114584074513,Person,13
29.0,Interacts,13267.0,618.0,848.0,717.0,1008.0,0.0,0.0,0.0,722736.0,579.378977871997,Person,11
39.0,Interacts,13267.0,667.0,880.0,742.0,982.0,39.0,705.3,931.5,728644.0,58.52349955359813,Push_Pulled_Object,11
29.0,Interacts,19240.0,1032.0,514.0,1106.0,666.0,0.0,0.0,0.0,736596.0,516.895540704309,Person,11
39.0,Interacts,19240.0,1076.0,566.0,1143.0,653.0,39.0,1109.68,610.045,746379.0,68.11754546370561,Push_Pulled_Object,11
5001.0,Interacts,4637.0,512.0,687.0,541.0,747.0,5001.0,525.75,717.25,404127.0,576.8335981892872,Other,10
11.0,Interacts,4637.0,506.0,620.0,595.0,764.0,0.0,0.0,0.0,454580.0,67.26812023536856,Person,11
29.0,Interacts,18916.0,608.0,840.0,706.0,1010.0,0.0,0.0,0.0,713060.0,242.49536078036627,Person,11
39.0,Interacts,18916.0,677.0,878.0,732.0,983.0,39.0,704.5,930.5,719556.0,78.77182237323191,Push_Pulled_Object,-1
12.0,Open_Trunk,3372.0,488.0,541.0,554.0,669.0,0.0,0.0,0.0,370626.0,386.3806413370111,Person,9
5.0,Open_Trunk,3372.0,333.0,481.0,606.0,641.0,5.0,469.88700000000006,561.3634999999999,388446.0,166.20770138594662,Vehicle,9
12.0,Closing_Trunk,3560.0,530.0,541.0,597.0,669.0,0.0,0.0,0.0,399393.0,205.93445559206447,Person,3
5.0,Closing_Trunk,3560.0,330.0,480.0,604.0,640.0,5.0,467.765,560.892,386560.0,209.0956718825141,Vehicle,3
28.0,Loading,13048.0,1386.0,329.0,1453.0,388.0,0.0,0.0,0.0,563764.0,1066.7412994723695,Person,2
27.0,Loading,13048.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,65.92419889539804,Vehicle,2
12.0,Unloading,3463.0,525.0,524.0,605.0,658.0,0.0,0.0,0.0,398090.0,817.8630692236935,Person,-1
5.0,Unloading,3463.0,332.0,481.0,605.0,641.0,5.0,468.8595,561.1355,387805.0,197.7321420508057,Vehicle,-1
15.0,Unloading,3102.0,1341.0,397.0,1394.0,453.0,0.0,0.0,0.0,631482.0,1012.4904937825344,Person,-1
14.0,Unloading,3102.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,100.64790112068906,Vehicle,15
19.0,Unloading,9970.0,997.0,597.0,1058.0,666.0,0.0,0.0,0.0,704628.0,297.75493278869453,Person,-1
26.0,Unloading,9970.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,207.69207977195472,Vehicle,-1
32.0,Unloading,18996.0,1304.0,488.0,1365.0,536.0,0.0,0.0,0.0,731640.0,509.7626898861861,Person,-1
3.0,Unloading,18996.0,1214.0,504.0,1531.0,717.0,3.0,1373.1,610.6955,1097727.0,91.41115905621152,Vehicle,-1
12.0,Transport_HeavyCarry,3550.0,528.0,538.0,594.0,666.0,0.0,0.0,0.0,395604.0,686.842048800159,Person,5
13.0,Transport_HeavyCarry,3550.0,528.0,556.0,564.0,601.0,13.0,546.7,579.0,338964.0,18.0,Prop,5
12.0,Transport_HeavyCarry,3550.0,528.0,538.0,594.0,666.0,0.0,0.0,0.0,395604.0,18.0,Person,5
13.0,Transport_HeavyCarry,3550.0,528.0,556.0,564.0,601.0,13.0,546.7,579.0,338964.0,18.0,Prop,5
16.0,Transport_HeavyCarry,5482.0,1.0,678.0,45.0,755.0,0.0,0.0,0.0,33975.0,540.9371497688063,Person,5
17.0,Transport_HeavyCarry,5482.0,2.0,670.0,28.0,710.0,0.0,0.0,0.0,19880.0,8.06225774829855,Prop,5
20.0,Transport_HeavyCarry,10021.0,1013.0,608.0,1058.0,645.0,0.0,0.0,0.0,682410.0,1012.899303978436,Prop,5
19.0,Transport_HeavyCarry,10021.0,1020.0,597.0,1072.0,655.0,0.0,0.0,0.0,702160.0,13.038404810405298,Person,5
21.0,Transport_HeavyCarry,10046.0,1080.0,549.0,1178.0,677.0,0.0,0.0,0.0,797506.0,76.83749084919418,Person,5
20.0,Transport_HeavyCarry,10046.0,1070.0,599.0,1108.0,636.0,20.0,1089.86,618.214,704688.0,50.99019513592785,Prop,5
32.0,Transport_HeavyCarry,19160.0,1221.0,485.0,1282.0,562.0,0.0,0.0,0.0,720484.0,189.20095137181525,Person,5
33.0,Transport_HeavyCarry,19160.0,1213.0,509.0,1261.0,562.0,0.0,0.0,0.0,708682.0,25.29822128134704,Prop,5
22.0,Push,10234.0,1112.0,597.0,1169.0,693.0,22.0,1140.665,645.333,810117.0,133.9589489358587,Push_Pulled_Object,-1
21.0,Push,10234.0,1095.0,574.0,1202.0,705.0,0.0,0.0,0.0,847410.0,28.600699292150185,Person,-1
29.0,Push,18982.0,626.0,837.0,725.0,1008.0,0.0,0.0,0.0,730800.0,537.7080992508854,Person,-1
39.0,Push,18982.0,673.0,880.0,737.0,985.0,39.0,705.423,932.654,725945.0,63.702433234531945,Push_Pulled_Object,-1
15.0,Pull,3285.0,1282.0,378.0,1349.0,469.0,0.0,0.0,0.0,632681.0,789.2306380266798,Person,6
34.0,Pull,3285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Push_Pulled_Object,6
22.0,Pull,9519.0,0.0,717.0,41.0,789.0,0.0,0.0,0.0,32349.0,0.0,Push_Pulled_Object,6
21.0,Pull,9519.0,20.0,646.0,96.0,786.0,0.0,0.0,0.0,75456.0,73.76313442364011,Person,6
39.0,Pull,12777.0,0.0,806.0,34.0,876.0,0.0,0.0,0.0,29784.0,161.24515496597098,Push_Pulled_Object,6
29.0,Pull,12777.0,9.0,722.0,98.0,880.0,29.0,54.124995,801.7855,86240.0,84.48076704197234,Person,6
29.0,Pull,19359.0,1034.0,522.0,1109.0,677.0,0.0,0.0,0.0,750793.0,1044.3299287102711,Person,6
39.0,Pull,19359.0,1075.0,571.0,1142.0,658.0,39.0,1108.85,614.9,751436.0,63.89053137985315,Push_Pulled_Object,6
5.0,Exiting,2033.0,349.0,486.0,620.0,644.0,5.0,484.9475,565.3425,399280.0,730.9589591762317,Vehicle,0
9.0,Exiting,2033.0,386.0,528.0,426.0,610.0,0.0,0.0,0.0,259860.0,55.97320787662612,Person,0
15.0,Exiting,3008.0,1402.0,424.0,1456.0,480.0,0.0,0.0,0.0,698880.0,1021.308964026068,Person,0
14.0,Exiting,3008.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,152.8397853963424,Vehicle,0
18.0,Exiting,9288.0,1475.0,367.0,1511.0,389.0,0.0,0.0,0.0,587779.0,236.54597861726583,Person,0
27.0,Exiting,9288.0,1338.0,362.0,1616.0,528.0,0.0,0.0,0.0,853248.0,137.09121051329294,Vehicle,0
19.0,Exiting,9461.0,944.0,637.0,1005.0,690.0,0.0,0.0,0.0,693450.0,480.4799683649673,Person,0
26.0,Exiting,9461.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,175.5704986607944,Vehicle,0
32.0,Exiting,18880.0,1363.0,504.0,1416.0,544.0,0.0,0.0,0.0,770304.0,567.2080746956975,Person,0
3.0,Exiting,18880.0,1215.0,504.0,1530.0,717.0,3.0,1373.05,610.6,1097010.0,148.0,Vehicle,0
0.0,Exiting,19921.0,770.0,512.0,810.0,562.0,0.0,0.0,0.0,455220.0,445.0719043031137,Person,0
4.0,Exiting,19921.0,610.0,472.0,869.0,642.0,0.0,0.0,0.0,557898.0,164.92422502470643,Vehicle,0
9.0,Entering,3844.0,386.0,528.0,434.0,605.0,0.0,0.0,0.0,262570.0,230.89391503458896,Person,17
5.0,Entering,3844.0,327.0,479.0,601.0,640.0,5.0,464.559,560.1795,384640.0,76.69419795525604,Vehicle,18
14.0,Entering,6069.0,1242.0,434.0,1565.0,600.0,0.0,0.0,0.0,939000.0,916.1058890761482,Vehicle,-1
16.0,Entering,6069.0,1396.0,401.0,1446.0,455.0,0.0,0.0,0.0,657930.0,157.4960316960399,Person,-1
19.0,Entering,10418.0,995.0,613.0,1067.0,740.0,19.0,1031.5,677.0,789580.0,453.5912256646947,Person,-1
26.0,Entering,10418.0,799.0,536.0,1081.0,782.0,26.0,940.5195,659.5535,845342.0,210.5825253908785,Vehicle,-1
28.0,Entering,13172.0,1466.0,352.0,1522.0,397.0,0.0,0.0,0.0,604234.0,691.9140119986009,Person,-1
27.0,Entering,13172.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,141.01418368376991,Vehicle,-1
32.0,Entering,19577.0,1370.0,506.0,1424.0,549.0,0.0,0.0,0.0,781776.0,158.52129194527782,Person,-1
3.0,Entering,19577.0,1211.0,505.0,1534.0,717.0,3.0,1373.335,611.175,1099878.0,159.00314462299164,Vehicle,-1
9.0,Opening,1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Person,19
5.0,Opening,1971.0,350.0,486.0,620.0,644.0,5.0,485.643,565.5409999999999,399280.0,0.0,Vehicle,21
15.0,Opening,3067.0,1349.0,394.0,1402.0,450.0,0.0,0.0,0.0,630900.0,1003.2272922922302,Person,-1
14.0,Opening,3067.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,109.16501271011695,Vehicle,-1
5.0,Opening,3623.0,330.0,480.0,603.0,640.0,5.0,467.0535,560.7345,385920.0,920.8691546577072,Vehicle,-1
9.0,Opening,3623.0,386.0,528.0,450.0,648.0,0.0,0.0,0.0,291600.0,73.7563556583431,Person,20
16.0,Opening,6037.0,1386.0,405.0,1450.0,464.0,0.0,0.0,0.0,672800.0,1007.53610357148,Person,-1
14.0,Opening,6037.0,1242.0,434.0,1565.0,600.0,0.0,0.0,0.0,939000.0,146.8911161370898,Vehicle,-1
19.0,Opening,9838.0,1040.0,576.0,1101.0,712.0,0.0,0.0,0.0,783912.0,246.9169900999119,Person,-1
26.0,Opening,9838.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,245.507637355745,Vehicle,-1
19.0,Opening,10389.0,987.0,614.0,1062.0,742.0,0.0,0.0,0.0,788004.0,203.54115063052976,Person,-1
26.0,Opening,10389.0,799.0,537.0,1079.0,782.0,26.0,939.722,659.7570000000001,843778.0,203.15757431117356,Vehicle,-1
28.0,Opening,12975.0,1442.0,338.0,1520.0,413.0,0.0,0.0,0.0,627760.0,673.0898899849856,Person,-1
27.0,Opening,12975.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,118.0889495253472,Vehicle,-1
28.0,Opening,13028.0,1408.0,332.0,1475.0,391.0,0.0,0.0,0.0,576725.0,85.86617494683223,Person,-1
27.0,Opening,13028.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,85.86617494683223,Vehicle,-1
28.0,Opening,13149.0,1448.0,338.0,1514.0,392.0,0.0,0.0,0.0,593488.0,124.03628501370072,Person,-1
27.0,Opening,13149.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,124.03628501370072,Vehicle,-1
32.0,Opening,18963.0,1301.0,480.0,1362.0,528.0,0.0,0.0,0.0,719136.0,128.2653499585917,Person,-1
3.0,Opening,18963.0,1214.0,504.0,1531.0,717.0,3.0,1373.085,610.6685,1097727.0,90.24965373894794,Vehicle,-1
32.0,Opening,19549.0,1354.0,496.0,1418.0,544.0,0.0,0.0,0.0,771392.0,140.22838514366484,Person,-1
3.0,Opening,19549.0,1212.0,505.0,1534.0,717.0,3.0,1373.3249999999998,611.152,1099878.0,142.28492541376264,Vehicle,-1
19.0,Opening,9414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Person,19
26.0,Opening,9414.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,0.0,Vehicle,-1
9.0,Closing,2087.0,389.0,530.0,442.0,637.0,0.0,0.0,0.0,281554.0,408.1482573771448,Person,32
5.0,Closing,2087.0,349.0,486.0,619.0,644.0,5.0,484.341,565.169,398636.0,59.46427498927402,Vehicle,34
15.0,Closing,3032.0,1403.0,406.0,1456.0,457.0,0.0,0.0,0.0,665392.0,1057.0316929969508,Person,-1
14.0,Closing,3032.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,156.7322557739791,Vehicle,-1
14.0,Closing,3230.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,0.0,Vehicle,-1
15.0,Closing,3230.0,1333.0,370.0,1400.0,453.0,0.0,0.0,0.0,634200.0,108.57716150277643,Person,-1
5.0,Closing,3895.0,326.0,479.0,601.0,640.0,5.0,463.983,560.052,384640.0,1012.882026694126,Vehicle,-1
9.0,Closing,3895.0,397.0,522.0,432.0,584.0,0.0,0.0,0.0,252288.0,83.00602387778854,Person,32
18.0,Closing,9317.0,1461.0,336.0,1517.0,397.0,0.0,0.0,0.0,602249.0,1080.13517672558,Person,-1
27.0,Closing,9317.0,1338.0,362.0,1616.0,528.0,0.0,0.0,0.0,853248.0,125.7179382586272,Vehicle,-1
26.0,Closing,9513.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,569.8438382574651,Vehicle,-1
19.0,Closing,9513.0,984.0,610.0,1050.0,698.0,0.0,0.0,0.0,732900.0,199.3238570768688,Person,-1
19.0,Closing,10084.0,1061.0,585.0,1109.0,713.0,0.0,0.0,0.0,790717.0,80.95677859203639,Person,-1
26.0,Closing,10084.0,797.0,540.0,1065.0,783.0,26.0,931.3365,661.902,833895.0,267.8077668776617,Vehicle,-1
28.0,Closing,13098.0,1402.0,336.0,1469.0,389.0,0.0,0.0,0.0,571441.0,638.4676969119112,Person,-1
27.0,Closing,13098.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,79.07591289387686,Vehicle,-1
32.0,Closing,18886.0,1346.0,501.0,1408.0,541.0,0.0,0.0,0.0,761728.0,148.492424049175,Person,-1
3.0,Closing,18886.0,1215.0,504.0,1530.0,717.0,3.0,1373.05,610.605,1097010.0,131.03434664239754,Vehicle,-1
32.0,Closing,19468.0,1304.0,485.0,1368.0,533.0,0.0,0.0,0.0,729144.0,91.00549433962765,Person,-1
3.0,Closing,19468.0,1212.0,505.0,1534.0,717.0,3.0,1373.29,611.085,1099878.0,94.14881836751856,Vehicle,-1
0.0,Closing,19946.0,770.0,482.0,824.0,562.0,0.0,0.0,0.0,463088.0,442.5980117442915,Person,-1
4.0,Closing,19946.0,610.0,472.0,869.0,642.0,0.0,0.0,0.0,557898.0,160.312195418814,Vehicle,-1
19.0,Closing,10469.0,946.0,630.0,992.0,686.0,19.0,969.4,658.6,680512.0,371.2950309390095,Person,-1
26.0,Closing,10469.0,800.0,536.0,1083.0,782.0,26.0,941.9225,659.1945000000001,846906.0,173.64331256918592,Vehicle,-1
20.0,SetDown,10069.0,1088.0,597.0,1126.0,639.0,20.0,1107.86,618.0,719514.0,294.3891981714003,Prop,1
21.0,SetDown,10069.0,1080.0,554.0,1178.0,677.0,0.0,0.0,0.0,797506.0,43.73785545725808,Person,1
22.0,SetDown,10069.0,1110.0,596.0,1160.0,692.0,22.0,1135.0,644.0,802720.0,51.61395160225576,Push_Pulled_Object,1
32.0,SetDown,19236.0,1120.0,514.0,1186.0,637.0,0.0,0.0,0.0,755482.0,82.60750571225353,Person,1
33.0,SetDown,19236.0,1104.0,568.0,1152.0,621.0,0.0,0.0,0.0,715392.0,56.32051136131489,Prop,1
39.0,SetDown,19236.0,1073.0,569.0,1140.0,655.0,39.0,1106.64,612.7145,746700.0,31.016124838541646,Push_Pulled_Object,1
12.0,activity_standing,3203.0,370.0,594.0,456.0,730.0,0.0,0.0,0.0,332880.0,703.4443830183023,Person,39
12.0,activity_standing,3274.0,405.0,573.0,488.0,709.0,0.0,0.0,0.0,345992.0,40.8166632639171,Person,39
12.0,activity_standing,3368.0,482.0,541.0,549.0,669.0,0.0,0.0,0.0,367281.0,83.38465086573187,Person,39
12.0,activity_standing,3733.0,476.0,549.0,541.0,685.0,12.0,508.889,617.0,370585.0,10.0,Person,40
29.0,activity_standing,13229.0,601.0,853.0,700.0,1038.0,0.0,0.0,0.0,726600.0,328.6959080974389,Person,-1
29.0,activity_standing,19236.0,1024.0,520.0,1098.0,672.0,0.0,0.0,0.0,737856.0,538.3474714345745,Person,-1
11.0,activity_standing,4868.0,134.0,692.0,218.0,859.0,11.0,176.5,776.0845,187262.0,906.4678703627612,Person,-1
21.0,activity_standing,9913.0,1101.0,533.0,1165.0,680.0,0.0,0.0,0.0,792200.0,979.9846937580198,Person,-1
18.0,activity_standing,9288.0,1475.0,367.0,1511.0,389.0,0.0,0.0,0.0,587779.0,409.1845549382333,Person,-1
19.0,activity_standing,9461.0,944.0,637.0,1005.0,690.0,0.0,0.0,0.0,693450.0,595.7021067614248,Person,-1
19.0,activity_standing,9652.0,1021.0,522.0,1062.0,597.0,0.0,0.0,0.0,634014.0,138.3979768638256,Person,39
19.0,activity_standing,9883.0,1045.0,586.0,1106.0,722.0,0.0,0.0,0.0,798532.0,68.35202996254024,Person,-1
19.0,activity_standing,10209.0,1001.0,614.0,1059.0,742.0,0.0,0.0,0.0,785778.0,52.15361924162119,Person,-1
9.0,activity_standing,2030.0,389.0,528.0,426.0,610.0,0.0,0.0,0.0,259860.0,618.0129448482451,Person,39
9.0,activity_standing,2970.0,439.0,559.0,503.0,679.0,0.0,0.0,0.0,341537.0,58.83026432033091,Person,39
9.0,activity_standing,3406.0,448.0,557.0,512.0,680.0,0.0,0.0,0.0,348160.0,9.219544457292889,Person,39
9.0,activity_standing,3626.0,386.0,528.0,450.0,648.0,0.0,0.0,0.0,291600.0,68.4470598345904,Person,39
9.0,activity_standing,3727.0,405.0,536.0,461.0,637.0,0.0,0.0,0.0,293657.0,20.615528128088304,Person,39
32.0,activity_standing,18880.0,1363.0,504.0,1416.0,544.0,0.0,0.0,0.0,770304.0,958.5342977692555,Person,-1
32.0,activity_standing,18929.0,1312.0,485.0,1373.0,528.0,0.0,0.0,0.0,724944.0,54.42425929675111,Person,-1
32.0,activity_standing,19226.0,1128.0,509.0,1189.0,634.0,0.0,0.0,0.0,753826.0,185.5586160758912,Person,-1
32.0,activity_standing,19550.0,1357.0,498.0,1421.0,546.0,0.0,0.0,0.0,775866.0,229.2640399190418,Person,-1
6.0,activity_standing,0.0,349.0,709.0,410.0,850.0,0.0,0.0,0.0,348500.0,1029.847076026339,Person,-1
6.0,activity_standing,1198.0,328.0,706.0,402.0,856.0,0.0,0.0,0.0,344112.0,21.213203435596427,Person,39
6.0,activity_standing,7775.0,424.0,664.0,488.0,800.0,0.0,0.0,0.0,390400.0,104.78549517943787,Person,39
6.0,activity_standing,9263.0,1525.0,1.0,1545.0,32.0,6.0,1535.645,16.5,49440.0,1285.212044761486,Person,-1
1.0,activity_standing,8372.0,1030.0,265.0,1072.0,367.0,0.0,0.0,0.0,393424.0,561.0,Person,39
1.0,activity_standing,9201.0,1486.0,1.0,1503.0,34.0,1.0,1495.32,17.70585,51102.0,526.9079616024036,Person,-1
1.0,activity_standing,9460.0,1603.0,1.0,1635.0,37.0,0.0,0.0,0.0,60495.0,117.0,Person,-1
10.0,activity_standing,4824.0,165.0,667.0,246.0,795.0,10.0,205.643,731.143,195570.0,1584.7397262642216,Person,-1
10.0,activity_standing,4914.0,273.0,695.0,341.0,832.0,10.0,307.5,763.5,283712.0,111.57060544785082,Person,40
16.0,activity_standing,5645.0,553.0,550.0,632.0,695.0,0.0,0.0,0.0,439240.0,315.3173005085512,Person,39
16.0,activity_standing,5716.0,464.0,601.0,554.0,740.0,0.0,0.0,0.0,409960.0,102.5768004960186,Person,39
16.0,activity_standing,6025.0,1384.0,402.0,1450.0,464.0,0.0,0.0,0.0,672800.0,941.2762612538362,Person,-1
28.0,activity_standing,12980.0,1456.0,341.0,1533.0,416.0,0.0,0.0,0.0,637728.0,94.36630754670864,Person,-1
15.0,activity_standing,3008.0,1402.0,424.0,1456.0,480.0,0.0,0.0,0.0,698880.0,99.02019995940222,Person,39
15.0,activity_standing,3074.0,1335.0,396.0,1388.0,452.0,0.0,0.0,0.0,627376.0,72.61542535852834,Person,39
0.0,activity_standing,19921.0,770.0,512.0,810.0,562.0,0.0,0.0,0.0,455220.0,576.7850552848955,Person,-1
7.0,activity_standing,0.0,276.0,688.0,345.0,845.0,0.0,0.0,0.0,291525.0,524.4158655113325,Person,39
7.0,activity_standing,5110.0,267.0,729.0,344.0,883.0,7.0,306.365,806.0,303752.0,41.97618372363071,Person,-1
7.0,activity_standing,7806.0,348.0,669.0,422.0,822.0,7.0,385.867,745.7,346884.0,100.80178569846863,Person,40
7.0,activity_standing,9209.0,1494.0,0.0,1518.0,38.0,7.0,1506.3200000000002,19.454505,57684.0,1326.9804067882842,Person,-1
16.0,activity_running,5482.0,1.0,678.0,45.0,755.0,0.0,0.0,0.0,33975.0,1639.7356494264557,Person,-1
16.0,activity_running,5900.0,754.0,520.0,832.0,653.0,0.0,0.0,0.0,543296.0,769.3978164772759,Person,-1
28.0,activity_running,12783.0,351.0,641.0,458.0,791.0,0.0,0.0,0.0,362278.0,420.77309799938496,Person,-1
2.0,activity_running,1820.0,1747.0,63.0,1784.0,144.0,2.0,1765.635,104.22715,256896.0,1510.9268678529745,Person,-1
