type,duration,num_actors,avg_width,avg_height,regions_in_event,video,label
vehicle_turning_right,83,1,161.76190476190476,177.23809523809524,336,VIRAT_S_000001,38
vehicle_turning_right,120,1,114.11570247933884,43.09090909090909,484,VIRAT_S_000001,38
vehicle_turning_right,49,1,138.32,47.34,200,VIRAT_S_000001,38
vehicle_turning_right,12,1,304.2307692307692,168.30769230769232,52,VIRAT_S_000001,38
vehicle_turning_right,126,1,298.3622047244094,147.1811023622047,508,VIRAT_S_000001,38
vehicle_turning_right,44,1,115.17777777777778,45.15555555555556,180,VIRAT_S_000001,38
activity_sitting,22,1,59.0,72.0,92,VIRAT_S_000001,26
vehicle_moving,339,1,176.8029411764706,135.72058823529412,1385,VIRAT_S_000001,34
vehicle_moving,561,1,233.48754448398577,132.30782918149467,2248,VIRAT_S_000001,34
vehicle_moving,78,1,131.1012658227848,43.392405063291136,316,VIRAT_S_000001,34
vehicle_moving,354,1,157.7718309859155,124.36901408450704,1426,VIRAT_S_000001,34
vehicle_moving,137,1,180.44927536231884,186.64492753623188,552,VIRAT_S_000001,34
vehicle_moving,540,1,151.45841035120148,96.76524953789279,2183,VIRAT_S_000001,34
vehicle_moving,646,1,167.8160741885626,135.9938176197836,2601,VIRAT_S_000001,34
specialized_texting_phone,25,1,71.0,165.0,104,VIRAT_S_000001,31
vehicle_starting,58,1,304.79661016949154,173.1864406779661,236,VIRAT_S_000001,35
vehicle_starting,28,1,280.48275862068965,147.24137931034483,116,VIRAT_S_000001,35
vehicle_starting,12,1,98.3076923076923,46.0,52,VIRAT_S_000001,35
vehicle_starting,52,1,204.81132075471697,199.77358490566039,212,VIRAT_S_000001,35
vehicle_starting,16,1,191.05882352941177,174.05882352941177,68,VIRAT_S_000001,35
vehicle_starting,7,1,152.25,37.125,32,VIRAT_S_000001,35
specialized_talking_phone,758,1,55.93017127799737,108.45191040843214,3036,VIRAT_S_000001,30
activity_gesturing,5,1,56.0,110.0,30,VIRAT_S_000001,24
activity_gesturing,8,1,64.77777777777777,85.77777777777777,45,VIRAT_S_000001,24
activity_gesturing,9,1,59.0,87.4,40,VIRAT_S_000001,24
activity_gesturing,22,1,70.26086956521739,122.56521739130434,92,VIRAT_S_000001,24
activity_gesturing,42,1,65.97674418604652,147.0,172,VIRAT_S_000001,24
activity_gesturing,29,1,66.33333333333333,156.0,120,VIRAT_S_000001,24
activity_gesturing,47,1,98.02083333333333,158.70833333333334,192,VIRAT_S_000001,24
activity_gesturing,124,1,79.752,148.112,500,VIRAT_S_000001,24
activity_gesturing,17,1,84.5,153.0,72,VIRAT_S_000001,24
activity_gesturing,47,1,63.9375,138.5625,235,VIRAT_S_000001,24
activity_gesturing,39,1,68.2,136.25,176,VIRAT_S_000001,24
activity_gesturing,26,1,56.0,136.66666666666666,108,VIRAT_S_000001,24
activity_gesturing,23,1,75.0,145.0,96,VIRAT_S_000001,24
activity_gesturing,10,1,75.0,145.0,44,VIRAT_S_000001,24
activity_gesturing,34,1,75.0,145.0,140,VIRAT_S_000001,24
activity_gesturing,14,1,75.0,145.0,60,VIRAT_S_000001,24
activity_gesturing,20,1,75.0,145.0,84,VIRAT_S_000001,24
activity_gesturing,44,1,45.977777777777774,99.62222222222222,223,VIRAT_S_000001,24
activity_gesturing,18,1,47.578947368421055,94.3157894736842,76,VIRAT_S_000001,24
activity_gesturing,36,1,59.0,128.0,181,VIRAT_S_000001,24
activity_gesturing,46,1,79.06382978723404,163.10638297872342,188,VIRAT_S_000001,24
activity_gesturing,12,1,77.38461538461539,171.84615384615384,52,VIRAT_S_000001,24
activity_gesturing,15,1,100.25,176.5625,64,VIRAT_S_000001,24
activity_gesturing,8,1,85.44444444444444,178.11111111111111,36,VIRAT_S_000001,24
activity_gesturing,5,1,90.16666666666667,164.0,24,VIRAT_S_000001,24
activity_gesturing,8,1,95.0,164.55555555555554,36,VIRAT_S_000001,24
activity_gesturing,8,1,106.66666666666667,172.22222222222223,36,VIRAT_S_000001,24
activity_gesturing,34,1,78.0,168.0,140,VIRAT_S_000001,24
activity_gesturing,11,1,78.0,168.0,48,VIRAT_S_000001,24
activity_gesturing,13,1,79.0,168.0,56,VIRAT_S_000001,24
activity_gesturing,14,1,80.33333333333333,163.4,60,VIRAT_S_000001,24
activity_gesturing,38,1,82.05128205128206,143.0,156,VIRAT_S_000001,24
activity_gesturing,82,1,75.57831325301204,144.95180722891567,332,VIRAT_S_000001,24
activity_gesturing,114,1,92.61739130434782,161.42608695652174,460,VIRAT_S_000001,24
activity_gesturing,16,1,77.0,148.0,68,VIRAT_S_000001,24
activity_gesturing,33,1,74.0,143.0,136,VIRAT_S_000001,24
activity_gesturing,14,1,74.0,143.0,60,VIRAT_S_000001,24
activity_gesturing,22,1,74.0,143.0,92,VIRAT_S_000001,24
activity_gesturing,42,1,57.72093023255814,106.44186046511628,172,VIRAT_S_000001,24
activity_gesturing,23,1,51.041666666666664,120.0,96,VIRAT_S_000001,24
vehicle_turning_left,12,1,111.0,36.15384615384615,62,VIRAT_S_000001,37
vehicle_turning_left,105,1,213.33962264150944,183.70754716981133,424,VIRAT_S_000001,37
vehicle_turning_left,89,1,278.3777777777778,162.36666666666667,360,VIRAT_S_000001,37
vehicle_turning_left,24,1,139.48,31.92,106,VIRAT_S_000001,37
vehicle_turning_left,147,1,255.1418918918919,153.30405405405406,592,VIRAT_S_000001,37
activity_standing,102,1,49.699029126213595,112.39805825242719,503,VIRAT_S_000001,27
activity_standing,102,1,62.83495145631068,68.68932038834951,412,VIRAT_S_000001,27
activity_standing,333,1,56.874251497005986,81.10179640718563,1336,VIRAT_S_000001,27
activity_standing,431,1,54.61805555555556,127.875,1728,VIRAT_S_000001,27
activity_standing,231,1,58.59051724137931,65.52586206896552,992,VIRAT_S_000001,27
activity_standing,195,1,51.107142857142854,112.87244897959184,959,VIRAT_S_000001,27
activity_standing,91,1,51.20652173913044,61.25,454,VIRAT_S_000001,27
activity_standing,83,1,60.392857142857146,106.72619047619048,336,VIRAT_S_000001,27
activity_standing,10,1,74.0,148.0,44,VIRAT_S_000001,27
activity_standing,284,1,65.69824561403509,77.87368421052632,1303,VIRAT_S_000001,27
activity_standing,170,1,60.19298245614035,103.21637426900585,848,VIRAT_S_000001,27
activity_standing,1146,1,69.34437663469922,153.00697471665214,4601,VIRAT_S_000001,27
activity_standing,165,1,86.00602409638554,147.93373493975903,664,VIRAT_S_000001,27
activity_standing,3912,1,66.03858931765909,141.71658573984155,15995,VIRAT_S_000001,27
activity_standing,3816,1,34.05894681687189,46.32617238669112,15287,VIRAT_S_000001,27
activity_standing,341,1,34.953216374269005,55.48830409356725,1368,VIRAT_S_000001,27
activity_standing,305,1,47.532679738562095,96.23856209150327,1224,VIRAT_S_000001,27
activity_standing,16,1,48.0,117.0,68,VIRAT_S_000001,27
activity_standing,23,1,48.0,117.0,96,VIRAT_S_000001,27
activity_standing,3619,1,61.55193370165746,128.15690607734805,15075,VIRAT_S_000001,27
activity_standing,100,1,52.00990099009901,132.98019801980197,404,VIRAT_S_000001,27
activity_standing,146,1,52.0,133.0,588,VIRAT_S_000001,27
activity_standing,42,1,79.88372093023256,162.88372093023256,212,VIRAT_S_000001,27
activity_standing,36,1,79.0,163.0,148,VIRAT_S_000001,27
activity_standing,29,1,82.1,164.3,120,VIRAT_S_000001,27
activity_standing,17,1,82.38888888888889,172.5,72,VIRAT_S_000001,27
activity_standing,50,1,79.01960784313725,163.0,204,VIRAT_S_000001,27
activity_standing,5387,1,81.35244988864143,169.33537490720119,21908,VIRAT_S_000001,27
activity_standing,14,1,74.0,151.0,60,VIRAT_S_000001,27
activity_standing,98,1,59.0,124.0,429,VIRAT_S_000001,27
activity_standing,79,1,59.0,124.0,395,VIRAT_S_000001,27
activity_standing,208,1,71.07655502392345,142.32535885167465,836,VIRAT_S_000001,27
activity_standing,3129,1,68.86837060702875,141.57859424920127,12739,VIRAT_S_000001,27
activity_standing,3731,1,30.927920685959272,35.35771704180064,14947,VIRAT_S_000001,27
activity_standing,362,1,29.96418732782369,44.63085399449036,1452,VIRAT_S_000001,27
activity_standing,283,1,43.44718309859155,90.0,1136,VIRAT_S_000001,27
activity_standing,28,1,43.310344827586206,103.3103448275862,116,VIRAT_S_000001,27
activity_standing,3596,1,50.93077564637198,115.96608284681679,14983,VIRAT_S_000001,27
activity_standing,275,1,51.0,118.0,1104,VIRAT_S_000001,27
activity_standing,10422,1,72.72033003933609,148.80725319006044,42532,VIRAT_S_000001,27
activity_standing,1347,1,76.98367952522256,147.99851632047478,5417,VIRAT_S_000001,27
activity_standing,2347,1,74.06814310051108,144.30621805792163,9478,VIRAT_S_000001,27
activity_standing,4175,1,30.687978927203066,45.977969348659,16738,VIRAT_S_000001,27
activity_standing,52,1,41.0,79.0,223,VIRAT_S_000001,27
activity_standing,365,1,42.98360655737705,95.0,1464,VIRAT_S_000001,27
activity_standing,3439,1,54.79622093023256,118.33226744186047,14355,VIRAT_S_000001,27
activity_standing,280,1,49.437722419928825,119.40925266903915,1124,VIRAT_S_000001,27
activity_standing,4775,1,67.42922948073702,149.98136515912898,19788,VIRAT_S_000001,27
activity_standing,1859,1,63.086559139784946,139.27903225806452,7459,VIRAT_S_000001,27
activity_standing,3151,1,78.35786802030456,151.5352157360406,12633,VIRAT_S_000001,27
activity_walking,21,1,61.36363636363637,74.18181818181819,88,VIRAT_S_000001,28
activity_walking,127,1,57.25,110.4140625,512,VIRAT_S_000001,28
activity_walking,103,1,57.36538461538461,107.71153846153847,425,VIRAT_S_000001,28
activity_walking,49,1,64.92,100.86,246,VIRAT_S_000001,28
activity_walking,53,1,45.51851851851852,87.83333333333333,265,VIRAT_S_000001,28
activity_walking,100,1,68.55445544554455,139.9009900990099,404,VIRAT_S_000001,28
activity_walking,115,1,71.58620689655173,128.91379310344828,464,VIRAT_S_000001,28
activity_walking,145,1,65.23972602739725,117.9041095890411,722,VIRAT_S_000001,28
activity_walking,205,1,63.116504854368934,135.05339805825244,888,VIRAT_S_000001,28
activity_walking,105,1,71.19811320754717,148.19811320754718,424,VIRAT_S_000001,28
activity_walking,1356,1,53.83714075165807,108.37509211495947,5893,VIRAT_S_000001,28
activity_walking,833,1,40.11270983213429,86.85251798561151,3361,VIRAT_S_000001,28
activity_walking,380,1,48.0,107.02362204724409,1524,VIRAT_S_000001,28
activity_walking,80,1,48.0,117.0,324,VIRAT_S_000001,28
activity_walking,130,1,54.458015267175576,124.73282442748092,524,VIRAT_S_000001,28
activity_walking,109,1,58.03636363636364,131.29090909090908,440,VIRAT_S_000001,28
activity_walking,88,1,52.0,133.0,356,VIRAT_S_000001,28
activity_walking,42,1,52.0,133.0,172,VIRAT_S_000001,28
activity_walking,1410,1,54.214032600992205,98.02834868887314,5979,VIRAT_S_000001,28
activity_walking,191,1,41.114583333333336,91.46875,777,VIRAT_S_000001,28
activity_walking,176,1,47.440677966101696,107.15254237288136,856,VIRAT_S_000001,28
activity_walking,384,1,46.84935064935065,101.72727272727273,1887,VIRAT_S_000001,28
activity_walking,288,1,80.65051903114187,150.7923875432526,1280,VIRAT_S_000001,28
activity_walking,1777,1,55.95894263217098,107.73340832395951,7439,VIRAT_S_000001,28
activity_walking,203,1,74.06372549019608,152.60294117647058,881,VIRAT_S_000001,28
activity_walking,1822,1,51.94075699396599,103.6138233680746,7613,VIRAT_S_000001,28
activity_walking,202,1,71.6896551724138,139.58620689655172,934,VIRAT_S_000001,28
activity_walking,69,1,69.2,141.95714285714286,280,VIRAT_S_000001,28
activity_walking,1366,1,49.15215801024141,97.899049012436,5933,VIRAT_S_000001,28
activity_walking,877,1,37.60478359908884,78.53644646924829,3537,VIRAT_S_000001,28
activity_walking,349,1,45.28285714285714,97.57714285714286,1400,VIRAT_S_000001,28
activity_walking,205,1,46.30582524271845,106.69417475728156,824,VIRAT_S_000001,28
activity_walking,259,1,51.0,118.0,1040,VIRAT_S_000001,28
activity_walking,27,1,51.0,118.0,112,VIRAT_S_000001,28
activity_walking,19,1,78.2,156.3,110,VIRAT_S_000001,28
activity_walking,295,1,79.1858108108108,157.57094594594594,1278,VIRAT_S_000001,28
activity_walking,86,1,78.71264367816092,163.05747126436782,348,VIRAT_S_000001,28
activity_walking,27,1,93.60714285714286,173.67857142857142,112,VIRAT_S_000001,28
activity_walking,16,1,80.29411764705883,166.41176470588235,68,VIRAT_S_000001,28
activity_walking,33,1,79.0,163.23529411764707,136,VIRAT_S_000001,28
activity_walking,213,1,79.51869158878505,162.37383177570092,856,VIRAT_S_000001,28
activity_walking,160,1,63.11180124223603,140.07453416149067,644,VIRAT_S_000001,28
activity_walking,34,1,59.0,124.0,172,VIRAT_S_000001,28
activity_walking,333,1,74.58083832335329,138.12874251497007,1661,VIRAT_S_000001,28
activity_walking,384,1,77.48051948051948,122.58441558441558,1820,VIRAT_S_000001,28
activity_walking,809,1,60.78888888888889,116.15308641975308,3373,VIRAT_S_000001,28
activity_walking,1280,1,50.81889149102264,102.29820452771273,5574,VIRAT_S_000001,28
activity_walking,581,1,38.25257731958763,72.14089347079037,2328,VIRAT_S_000001,28
activity_walking,209,1,42.53809523809524,91.28571428571429,854,VIRAT_S_000001,28
activity_walking,683,1,54.41959064327485,105.4093567251462,2736,VIRAT_S_000001,28
activity_walking,284,1,52.95087719298245,118.53684210526316,1140,VIRAT_S_000001,28
activity_walking,24,1,48.0,120.0,100,VIRAT_S_000001,28
activity_carrying,50,1,67.0,78.45098039215686,247,VIRAT_S_000001,22
activity_carrying,199,1,62.96,96.47,979,VIRAT_S_000001,22
activity_carrying,466,1,70.14346895074947,134.10492505353318,2317,VIRAT_S_000001,22
activity_carrying,14540,1,49.61206244412351,96.66295302936524,59487,VIRAT_S_000001,22
activity_carrying,277,1,79.7410071942446,132.9064748201439,1392,VIRAT_S_000001,22
activity_carrying,470,1,47.552016985138,103.73885350318471,2308,VIRAT_S_000001,22
Talking,4536,3,70.05642495040776,146.88097862023363,22749,VIRAT_S_000002,19
Talking,1137,3,61.58992384299941,120.94727592267135,5722,VIRAT_S_000002,19
Talking,360,2,65.0,121.0,1805,VIRAT_S_000002,19
Talking,5317,2,76.5449417074088,163.90898834148177,26654,VIRAT_S_000002,19
Person_Person_Interaction,27,2,56.19642857142857,117.82142857142857,140,VIRAT_S_000002,12
Person_Person_Interaction,41,2,51.0,115.0,210,VIRAT_S_000002,12
Interacts,105,2,165.95754716981133,168.73584905660377,530,VIRAT_S_000002,6
Interacts,2244,2,48.5,99.0,11716,VIRAT_S_000002,6
Open_Trunk,63,2,168.0390625,170.359375,320,VIRAT_S_000002,10
Closing_Trunk,76,2,169.41558441558442,173.87662337662337,385,VIRAT_S_000002,1
Closing_Trunk,49,2,166.12,176.62,250,VIRAT_S_000002,1
Unloading,103,3,153.609243697479,150.0420168067227,520,VIRAT_S_000002,21
Push,617,2,43.74040066777963,72.5534223706177,3090,VIRAT_S_000002,16
Push,555,2,46.65391621129326,88.34426229508196,2814,VIRAT_S_000002,16
Exiting,117,2,197.13736263736263,179.74725274725276,826,VIRAT_S_000002,5
Entering,163,2,182.51929824561404,174.6140350877193,820,VIRAT_S_000002,4
Opening,55,2,167.40178571428572,177.85714285714286,280,VIRAT_S_000002,11
Closing,25,2,165.05769230769232,176.78846153846155,182,VIRAT_S_000002,0
specialized_talking_phone,454,1,63.24395604395605,141.32527472527474,2275,VIRAT_S_000002,30
vehicle_turning_right,206,1,211.28985507246378,200.94685990338164,1035,VIRAT_S_000002,38
vehicle_turning_right,127,1,112.96875,55.765625,640,VIRAT_S_000002,38
activity_gesturing,60,1,66.0,119.0,305,VIRAT_S_000002,24
activity_gesturing,34,1,67.0,157.0,175,VIRAT_S_000002,24
activity_gesturing,239,1,67.0,157.0,1200,VIRAT_S_000002,24
activity_gesturing,62,1,67.0,157.0,315,VIRAT_S_000002,24
activity_gesturing,243,1,82.09836065573771,167.0,1220,VIRAT_S_000002,24
activity_gesturing,156,1,83.0,167.0,785,VIRAT_S_000002,24
activity_gesturing,113,1,93.73684210526316,167.0,570,VIRAT_S_000002,24
activity_gesturing,112,1,86.41592920353982,168.78761061946904,565,VIRAT_S_000002,24
activity_gesturing,60,1,76.0,171.0,305,VIRAT_S_000002,24
activity_gesturing,19,1,61.0,140.15,100,VIRAT_S_000002,24
activity_gesturing,20,1,62.0,147.0,105,VIRAT_S_000002,24
activity_gesturing,156,1,62.0,118.0,785,VIRAT_S_000002,24
activity_gesturing,38,1,62.0,127.97435897435898,245,VIRAT_S_000002,24
activity_gesturing,37,1,59.05263157894737,123.0,190,VIRAT_S_000002,24
activity_gesturing,14,1,59.06666666666667,120.4,75,VIRAT_S_000002,24
activity_gesturing,83,1,72.88095238095238,138.78571428571428,420,VIRAT_S_000002,24
activity_gesturing,26,1,75.22222222222223,141.5185185185185,135,VIRAT_S_000002,24
activity_gesturing,38,1,83.53846153846153,150.3846153846154,195,VIRAT_S_000002,24
activity_gesturing,60,1,84.0,151.0,305,VIRAT_S_000002,24
activity_gesturing,26,1,84.0,151.0,135,VIRAT_S_000002,24
activity_gesturing,59,1,84.0,151.0,300,VIRAT_S_000002,24
activity_gesturing,47,1,84.0,151.0,240,VIRAT_S_000002,24
activity_gesturing,182,1,84.0,151.0,915,VIRAT_S_000002,24
activity_gesturing,31,1,84.0,151.0,178,VIRAT_S_000002,24
activity_gesturing,25,1,84.0,151.0,130,VIRAT_S_000002,24
activity_gesturing,27,1,84.0,151.0,140,VIRAT_S_000002,24
activity_gesturing,46,1,82.7872340425532,151.82978723404256,235,VIRAT_S_000002,24
activity_gesturing,67,1,77.08823529411765,152.0,340,VIRAT_S_000002,24
activity_gesturing,23,1,74.0,153.0,120,VIRAT_S_000002,24
activity_gesturing,23,1,74.0,153.0,120,VIRAT_S_000002,24
activity_gesturing,16,1,44.76470588235294,108.6470588235294,85,VIRAT_S_000002,24
activity_gesturing,21,1,34.0,74.31818181818181,110,VIRAT_S_000002,24
activity_gesturing,368,1,30.523035230352303,60.24932249322493,2300,VIRAT_S_000002,24
activity_gesturing,26,1,64.0,126.0,135,VIRAT_S_000002,24
activity_gesturing,36,1,64.0,123.0,259,VIRAT_S_000002,24
activity_gesturing,154,1,77.0,157.0,775,VIRAT_S_000002,24
activity_gesturing,48,1,77.0,157.0,245,VIRAT_S_000002,24
activity_gesturing,507,1,75.56692913385827,156.998031496063,2540,VIRAT_S_000002,24
vehicle_turning_left,40,1,109.02439024390245,47.58536585365854,241,VIRAT_S_000002,37
vehicle_turning_left,155,1,253.3653846153846,165.55128205128204,780,VIRAT_S_000002,37
activity_crouching,5,1,68.33333333333333,70.0,42,VIRAT_S_000002,23
specialized_texting_phone,69,1,62.32857142857143,138.64285714285714,376,VIRAT_S_000002,31
vehicle_moving,324,1,168.44307692307692,127.52,1661,VIRAT_S_000002,34
vehicle_moving,644,1,178.60930232558138,140.67131782945737,3225,VIRAT_S_000002,34
vehicle_starting,49,1,258.38,213.6,250,VIRAT_S_000002,35
vehicle_starting,88,1,240.9438202247191,179.1573033707865,445,VIRAT_S_000002,35
activity_walking,889,1,59.11797752808989,115.21460674157304,4450,VIRAT_S_000002,28
activity_walking,304,1,61.32786885245902,123.33114754098361,1779,VIRAT_S_000002,28
activity_walking,247,1,65.625,133.5766129032258,1240,VIRAT_S_000002,28
activity_walking,206,1,67.17874396135265,129.17391304347825,1069,VIRAT_S_000002,28
activity_walking,990,1,61.91321897073663,123.07870837537841,4955,VIRAT_S_000002,28
activity_walking,1420,1,36.58128078817734,88.55313159746657,7594,VIRAT_S_000002,28
activity_walking,682,1,52.865300146412885,115.32357247437774,3415,VIRAT_S_000002,28
activity_walking,543,1,48.07169117647059,107.4908088235294,2742,VIRAT_S_000002,28
activity_walking,684,1,51.99270072992701,106.95036496350365,3425,VIRAT_S_000002,28
activity_walking,2110,1,43.80198957839886,100.50402652771199,11044,VIRAT_S_000002,28
activity_walking,93,1,56.744680851063826,119.45744680851064,470,VIRAT_S_000002,28
activity_walking,539,1,63.78888888888889,126.81296296296296,2700,VIRAT_S_000002,28
activity_walking,223,1,64.0,123.41517857142857,1120,VIRAT_S_000002,28
activity_walking,483,1,64.07851239669421,136.73553719008265,2454,VIRAT_S_000002,28
activity_walking,128,1,77.0077519379845,156.96899224806202,645,VIRAT_S_000002,28
activity_walking,17,1,58.166666666666664,90.94444444444444,126,VIRAT_S_000002,28
activity_walking,231,1,61.706896551724135,142.25862068965517,1160,VIRAT_S_000002,28
activity_walking,140,1,62.88652482269504,138.7659574468085,739,VIRAT_S_000002,28
activity_walking,68,1,61.507246376811594,143.57971014492753,345,VIRAT_S_000002,28
activity_walking,61,1,62.0,139.0,310,VIRAT_S_000002,28
activity_walking,66,1,62.74626865671642,143.5820895522388,335,VIRAT_S_000002,28
activity_walking,764,1,59.179084967320264,117.11111111111111,3825,VIRAT_S_000002,28
activity_walking,117,1,66.0,119.0,590,VIRAT_S_000002,28
activity_walking,194,1,66.0,119.0,1109,VIRAT_S_000002,28
activity_walking,485,1,65.92798353909465,139.52263374485597,2464,VIRAT_S_000002,28
activity_walking,114,1,81.24347826086957,163.40869565217392,575,VIRAT_S_000002,28
vehicle_stopping,50,1,261.2156862745098,201.76470588235293,255,VIRAT_S_000002,36
vehicle_stopping,55,1,194.03571428571428,186.19642857142858,280,VIRAT_S_000002,36
vehicle_stopping,33,1,89.73529411764706,71.20588235294117,170,VIRAT_S_000002,36
activity_standing,1428,1,60.24212736179146,121.2631210636809,7181,VIRAT_S_000002,27
activity_standing,244,1,66.0,119.0,1546,VIRAT_S_000002,27
activity_standing,473,1,66.0,119.0,2370,VIRAT_S_000002,27
activity_standing,1967,1,67.0010162601626,157.0,9840,VIRAT_S_000002,27
activity_standing,3279,1,79.88871951219512,166.91371951219512,16464,VIRAT_S_000002,27
activity_standing,11,1,64.33333333333333,82.83333333333333,84,VIRAT_S_000002,27
activity_standing,137,1,63.31159420289855,140.7246376811594,778,VIRAT_S_000002,27
activity_standing,392,1,63.63104325699746,138.99745547073792,1965,VIRAT_S_000002,27
activity_standing,176,1,60.994350282485875,128.4689265536723,885,VIRAT_S_000002,27
activity_standing,409,1,62.0,141.14634146341464,2050,VIRAT_S_000002,27
activity_standing,64,1,62.0,139.0,325,VIRAT_S_000002,27
activity_standing,118,1,63.65546218487395,120.76470588235294,595,VIRAT_S_000002,27
activity_standing,38,1,46.0,113.0,195,VIRAT_S_000002,27
activity_standing,4537,1,64.79131776112825,144.96760687527546,22754,VIRAT_S_000002,27
activity_standing,272,1,68.4981684981685,126.03663003663004,1365,VIRAT_S_000002,27
activity_standing,38,1,56.69230769230769,126.25641025641026,195,VIRAT_S_000002,27
activity_standing,46,1,64.0,125.93617021276596,235,VIRAT_S_000002,27
activity_standing,2282,1,64.0,123.0,11906,VIRAT_S_000002,27
activity_standing,1107,1,76.91425992779783,157.03158844765343,5540,VIRAT_S_000002,27
