duration,num_actors,avg_width,avg_height,regions_in_event,type
79,1,59.0,124.0,395,activity_standing
208,1,71.07655502392345,142.32535885167465,836,activity_standing
3129,1,68.86837060702875,141.57859424920127,12739,activity_standing
3731,1,30.927920685959272,35.35771704180064,14947,activity_standing
362,1,29.96418732782369,44.63085399449036,1452,activity_standing
283,1,43.44718309859155,90.0,1136,activity_standing
28,1,43.310344827586206,103.3103448275862,116,activity_standing
3596,1,50.93077564637198,115.9660828468168,14983,activity_standing
275,1,51.0,118.0,1104,activity_standing
10422,1,72.72033003933609,148.80725319006044,42532,activity_standing
1347,1,76.98367952522256,147.99851632047478,5417,activity_standing
2347,1,74.06814310051108,144.30621805792163,9478,activity_standing
4175,1,30.687978927203066,45.977969348659,16738,activity_standing
52,1,41.0,79.0,223,activity_standing
365,1,42.98360655737705,95.0,1464,activity_standing
3439,1,54.79622093023256,118.33226744186048,14355,activity_standing
280,1,49.437722419928825,119.40925266903916,1124,activity_standing
4775,1,67.42922948073702,149.98136515912898,19788,activity_standing
1859,1,63.08655913978495,139.27903225806452,7459,activity_standing
3151,1,78.35786802030456,151.5352157360406,12633,activity_standing
21,1,61.36363636363637,74.18181818181819,88,activity_walking
127,1,57.25,110.4140625,512,activity_walking
103,1,57.36538461538461,107.71153846153848,425,activity_walking
49,1,64.92,100.86,246,activity_walking
53,1,45.51851851851852,87.83333333333333,265,activity_walking
100,1,68.55445544554455,139.9009900990099,404,activity_walking
115,1,71.58620689655173,128.91379310344828,464,activity_walking
145,1,65.23972602739725,117.9041095890411,722,activity_walking
205,1,63.11650485436893,135.05339805825244,888,activity_walking
105,1,71.19811320754717,148.19811320754718,424,activity_walking
1356,1,53.83714075165807,108.37509211495949,5893,activity_walking
833,1,40.11270983213429,86.85251798561151,3361,activity_walking
380,1,48.0,107.02362204724407,1524,activity_walking
80,1,48.0,117.0,324,activity_walking
130,1,54.458015267175576,124.73282442748092,524,activity_walking
109,1,58.03636363636364,131.29090909090908,440,activity_walking
88,1,52.0,133.0,356,activity_walking
42,1,52.0,133.0,172,activity_walking
1410,1,54.214032600992205,98.02834868887314,5979,activity_walking
191,1,41.114583333333336,91.46875,777,activity_walking
176,1,47.440677966101696,107.15254237288136,856,activity_walking
384,1,46.84935064935065,101.72727272727272,1887,activity_walking
288,1,80.65051903114187,150.7923875432526,1280,activity_walking
1777,1,55.95894263217098,107.73340832395952,7439,activity_walking
203,1,74.06372549019608,152.60294117647058,881,activity_walking
1822,1,51.94075699396599,103.6138233680746,7613,activity_walking
202,1,71.6896551724138,139.58620689655172,934,activity_walking
69,1,69.2,141.95714285714286,280,activity_walking
1366,1,49.15215801024141,97.899049012436,5933,activity_walking
877,1,37.60478359908884,78.53644646924829,3537,activity_walking
349,1,45.28285714285714,97.57714285714286,1400,activity_walking
205,1,46.30582524271845,106.69417475728156,824,activity_walking
259,1,51.0,118.0,1040,activity_walking
27,1,51.0,118.0,112,activity_walking
19,1,78.2,156.3,110,activity_walking
295,1,79.1858108108108,157.57094594594594,1278,activity_walking
86,1,78.71264367816092,163.05747126436782,348,activity_walking
27,1,93.60714285714286,173.67857142857142,112,activity_walking
16,1,80.29411764705883,166.41176470588235,68,activity_walking
33,1,79.0,163.23529411764707,136,activity_walking
213,1,79.51869158878505,162.37383177570092,856,activity_walking
160,1,63.11180124223603,140.07453416149067,644,activity_walking
34,1,59.0,124.0,172,activity_walking
333,1,74.58083832335329,138.12874251497007,1661,activity_walking
384,1,77.48051948051948,122.58441558441558,1820,activity_walking
809,1,60.78888888888889,116.15308641975308,3373,activity_walking
1280,1,50.81889149102264,102.29820452771273,5574,activity_walking
581,1,38.25257731958763,72.14089347079037,2328,activity_walking
209,1,42.53809523809524,91.28571428571428,854,activity_walking
683,1,54.41959064327485,105.4093567251462,2736,activity_walking
284,1,52.95087719298245,118.53684210526316,1140,activity_walking
24,1,48.0,120.0,100,activity_walking
50,1,67.0,78.45098039215686,247,activity_carrying
199,1,62.96,96.47,979,activity_carrying
466,1,70.14346895074947,134.10492505353318,2317,activity_carrying
14540,1,49.61206244412351,96.66295302936524,59487,activity_carrying
277,1,79.7410071942446,132.9064748201439,1392,activity_carrying
470,1,47.552016985138,103.73885350318471,2308,activity_carrying
4536,3,70.05642495040776,146.88097862023363,22749,Talking
1137,3,61.58992384299941,120.94727592267137,5722,Talking
360,2,65.0,121.0,1805,Talking
5317,2,76.5449417074088,163.90898834148177,26654,Talking
27,2,56.19642857142857,117.82142857142856,140,Person_Person_Interaction
41,2,51.0,115.0,210,Person_Person_Interaction
105,2,165.9575471698113,168.73584905660377,530,Interacts
2244,2,48.5,99.0,11716,Interacts
63,2,168.0390625,170.359375,320,Open_Trunk
76,2,169.41558441558442,173.87662337662337,385,Closing_Trunk
49,2,166.12,176.62,250,Closing_Trunk
103,3,153.609243697479,150.0420168067227,520,Unloading
617,2,43.74040066777963,72.5534223706177,3090,Push
555,2,46.65391621129326,88.34426229508196,2814,Push
117,2,197.13736263736263,179.74725274725276,826,Exiting
163,2,182.51929824561404,174.6140350877193,820,Entering
55,2,167.40178571428572,177.85714285714286,280,Opening
25,2,165.05769230769232,176.78846153846155,182,Closing
454,1,63.24395604395605,141.32527472527474,2275,specialized_talking_phone
206,1,211.28985507246375,200.94685990338164,1035,vehicle_turning_right
127,1,112.96875,55.765625,640,vehicle_turning_right
60,1,66.0,119.0,305,activity_gesturing
34,1,67.0,157.0,175,activity_gesturing
239,1,67.0,157.0,1200,activity_gesturing
62,1,67.0,157.0,315,activity_gesturing
243,1,82.09836065573771,167.0,1220,activity_gesturing
156,1,83.0,167.0,785,activity_gesturing
113,1,93.73684210526316,167.0,570,activity_gesturing
112,1,86.41592920353982,168.78761061946904,565,activity_gesturing
60,1,76.0,171.0,305,activity_gesturing
19,1,61.0,140.15,100,activity_gesturing
20,1,62.0,147.0,105,activity_gesturing
156,1,62.0,118.0,785,activity_gesturing
38,1,62.0,127.97435897435898,245,activity_gesturing
37,1,59.05263157894737,123.0,190,activity_gesturing
14,1,59.06666666666667,120.4,75,activity_gesturing
83,1,72.88095238095238,138.78571428571428,420,activity_gesturing
26,1,75.22222222222223,141.5185185185185,135,activity_gesturing
38,1,83.53846153846153,150.3846153846154,195,activity_gesturing
60,1,84.0,151.0,305,activity_gesturing
26,1,84.0,151.0,135,activity_gesturing
59,1,84.0,151.0,300,activity_gesturing
47,1,84.0,151.0,240,activity_gesturing
182,1,84.0,151.0,915,activity_gesturing
31,1,84.0,151.0,178,activity_gesturing
25,1,84.0,151.0,130,activity_gesturing
27,1,84.0,151.0,140,activity_gesturing
46,1,82.7872340425532,151.82978723404256,235,activity_gesturing
67,1,77.08823529411765,152.0,340,activity_gesturing
23,1,74.0,153.0,120,activity_gesturing
23,1,74.0,153.0,120,activity_gesturing
16,1,44.76470588235294,108.6470588235294,85,activity_gesturing
21,1,34.0,74.31818181818181,110,activity_gesturing
368,1,30.523035230352303,60.24932249322493,2300,activity_gesturing
26,1,64.0,126.0,135,activity_gesturing
36,1,64.0,123.0,259,activity_gesturing
154,1,77.0,157.0,775,activity_gesturing
48,1,77.0,157.0,245,activity_gesturing
507,1,75.56692913385827,156.998031496063,2540,activity_gesturing
40,1,109.02439024390245,47.58536585365854,241,vehicle_turning_left
155,1,253.3653846153846,165.55128205128204,780,vehicle_turning_left
5,1,68.33333333333333,70.0,42,activity_crouching
69,1,62.32857142857143,138.64285714285714,376,specialized_texting_phone
324,1,168.44307692307692,127.52,1661,vehicle_moving
644,1,178.60930232558138,140.67131782945737,3225,vehicle_moving
49,1,258.38,213.6,250,vehicle_starting
88,1,240.9438202247191,179.1573033707865,445,vehicle_starting
889,1,59.11797752808989,115.21460674157304,4450,activity_walking
304,1,61.32786885245902,123.3311475409836,1779,activity_walking
247,1,65.625,133.5766129032258,1240,activity_walking
206,1,67.17874396135265,129.17391304347825,1069,activity_walking
990,1,61.91321897073663,123.0787083753784,4955,activity_walking
1420,1,36.58128078817734,88.55313159746657,7594,activity_walking
682,1,52.865300146412885,115.32357247437774,3415,activity_walking
543,1,48.07169117647059,107.4908088235294,2742,activity_walking
684,1,51.99270072992701,106.95036496350365,3425,activity_walking
2110,1,43.80198957839886,100.504026527712,11044,activity_walking
93,1,56.74468085106383,119.45744680851064,470,activity_walking
539,1,63.78888888888889,126.81296296296296,2700,activity_walking
223,1,64.0,123.41517857142856,1120,activity_walking
483,1,64.07851239669421,136.73553719008265,2454,activity_walking
128,1,77.0077519379845,156.96899224806202,645,activity_walking
17,1,58.16666666666666,90.94444444444444,126,activity_walking
231,1,61.706896551724135,142.25862068965515,1160,activity_walking
140,1,62.88652482269504,138.7659574468085,739,activity_walking
68,1,61.5072463768116,143.57971014492753,345,activity_walking
61,1,62.0,139.0,310,activity_walking
66,1,62.74626865671642,143.5820895522388,335,activity_walking
764,1,59.17908496732026,117.11111111111111,3825,activity_walking
117,1,66.0,119.0,590,activity_walking
194,1,66.0,119.0,1109,activity_walking
485,1,65.92798353909465,139.52263374485597,2464,activity_walking
114,1,81.24347826086957,163.40869565217392,575,activity_walking
50,1,261.2156862745098,201.76470588235293,255,vehicle_stopping
55,1,194.03571428571428,186.19642857142856,280,vehicle_stopping
33,1,89.73529411764706,71.20588235294117,170,vehicle_stopping
1428,1,60.24212736179146,121.2631210636809,7181,activity_standing
244,1,66.0,119.0,1546,activity_standing
473,1,66.0,119.0,2370,activity_standing
1967,1,67.0010162601626,157.0,9840,activity_standing
3279,1,79.88871951219512,166.91371951219512,16464,activity_standing
11,1,64.33333333333333,82.83333333333333,84,activity_standing
137,1,63.31159420289855,140.7246376811594,778,activity_standing
392,1,63.63104325699746,138.99745547073792,1965,activity_standing
176,1,60.99435028248588,128.4689265536723,885,activity_standing
409,1,62.0,141.14634146341464,2050,activity_standing
64,1,62.0,139.0,325,activity_standing
118,1,63.65546218487395,120.76470588235294,595,activity_standing
38,1,46.0,113.0,195,activity_standing
4537,1,64.79131776112825,144.96760687527546,22754,activity_standing
272,1,68.4981684981685,126.03663003663004,1365,activity_standing
38,1,56.69230769230769,126.25641025641026,195,activity_standing
46,1,64.0,125.93617021276596,235,activity_standing
2282,1,64.0,123.0,11906,activity_standing
1107,1,76.91425992779783,157.03158844765343,5540,activity_standing
285,1,74.79020979020979,157.0,1430,activity_standing
3288,1,78.57190635451505,169.23320158102766,16509,activity_standing
4569,1,64.91466083150985,144.47636761487965,22914,activity_standing
1606,1,62.0,118.0,8272,activity_standing
85,1,64.94186046511628,123.30232558139537,430,activity_standing
124,1,68.96,130.936,625,activity_standing
69,1,63.0,125.0,350,activity_standing
4545,1,80.42894852617685,151.11152661680595,22794,activity_standing
362,1,229.37190082644628,185.73553719008265,1815,vehicle_u_turn
887,1,59.13626126126126,115.23310810810813,4440,activity_carrying
334,1,64.81194029850747,130.02985074626866,1675,activity_carrying
559,1,62.15535714285714,123.92321428571428,2834,activity_carrying
18,1,56.0,117.0,95,activity_carrying
230,1,59.095238095238095,120.87012987012989,1155,activity_carrying
104,1,71.0,131.0,525,activity_carrying
4569,1,80.37943107221007,151.00590809628008,22914,activity_carrying
46,1,70.72340425531915,118.17021276595744,235,activity_carrying
37,2,102.11666666666666,45.083333333333336,304,Exiting
79,2,145.39506172839506,58.44444444444444,637,Opening
46,2,87.98936170212765,40.42553191489362,328,Opening
59,2,88.0,42.0,419,Closing
33,2,86.72058823529412,41.6764705882353,269,Closing
126,1,24.007874015748037,20.834645669291337,1003,activity_standing
1184,1,11.49367088607595,21.070886075949367,8576,activity_standing
551,1,12.545289855072465,24.0,4203,activity_standing
249,1,28.272,24.236,1760,activity_standing
84,1,148.48235294117646,58.95294117647059,666,vehicle_stopping
2113,1,11.967833491012298,22.23841059602649,15750,specialized_using_tool
627,1,28.928343949044585,59.245222929936304,4955,activity_walking
376,1,12.612732095490715,23.3289124668435,2971,activity_walking
745,1,28.171581769437,53.14477211796247,5887,activity_carrying
108,1,189.6697247706422,67.20183486238533,752,vehicle_turning_right
71,1,118.94444444444444,80.56944444444444,497,vehicle_turning_right
69,1,141.88571428571427,59.67142857142857,547,vehicle_turning_right
150,1,112.5364238410596,79.47019867549669,1199,vehicle_moving
415,1,149.12980769230768,69.54807692307692,2999,vehicle_moving
160,1,87.14906832298136,55.45962732919255,1262,vehicle_moving
85,2,34.69186046511628,20.63372093023256,937,Entering
117,1,44.22881355932204,53.0,1176,specialized_using_tool
1616,1,48.163883735312304,63.30797773654916,17057,specialized_using_tool
1178,1,56.0568278201866,76.0,11006,specialized_using_tool
53,1,74.0,80.0,585,specialized_using_tool
4658,1,51.868641339343206,68.60248980467911,46282,activity_carrying
52,1,9.264150943396226,10.962264150943396,578,activity_standing
156,1,45.452229299363054,66.0,1573,activity_standing
262,1,55.106463878327,66.0,2816,activity_standing
49,1,58.0,66.0,546,activity_standing
165,1,52.60843373493976,66.0,1623,activity_standing
1028,1,49.0,76.0,9449,activity_standing
20,1,61.0,76.0,189,activity_standing
112,1,54.65486725663717,76.0,1013,activity_standing
178,1,60.21787709497207,76.0,1786,activity_standing
41,1,74.0,80.0,453,activity_standing
396,1,207.02770780856423,147.79596977329976,4113,vehicle_moving
301,1,93.16556291390728,82.04304635761589,3167,vehicle_moving
476,1,200.0943396226415,96.35010482180292,5114,vehicle_moving
182,1,67.67213114754098,30.0,1836,vehicle_moving
990,1,48.80928355196771,26.51160443995964,10569,vehicle_moving
123,1,100.20967741935485,65.14516129032258,1274,vehicle_moving
367,1,98.9945652173913,78.88315217391305,4052,vehicle_moving
191,1,84.0625,63.078125,1901,vehicle_moving
93,1,119.84042553191487,70.05319148936171,955,vehicle_moving
124,1,216.656,33.624,1276,vehicle_moving
720,1,49.0,76.0,6541,activity_gesturing
268,1,12.360594795539033,18.0817843866171,2936,activity_walking
1318,1,43.34495830174375,57.45716451857468,13883,activity_walking
59,1,56.28333333333333,66.0,596,activity_walking
48,1,55.42857142857143,66.0,533,activity_walking
55,1,58.0,66.0,609,activity_walking
426,1,54.21779859484778,69.58548009367682,4226,activity_walking
86,1,58.26436781609196,76.0,851,activity_walking
336,1,61.0,76.0,3022,activity_walking
60,1,58.36065573770492,76.0,582,activity_walking
129,1,72.43846153846154,76.93846153846154,1412,activity_walking
112,1,74.0,80.0,1120,activity_walking
127,1,18.9296875,9.4765625,1439,activity_walking
39,1,105.325,76.625,398,vehicle_stopping
154,1,107.69032258064516,91.72903225806452,1692,vehicle_stopping
92,1,111.38709677419357,98.0,936,vehicle_stopping
85,1,48.77906976744186,25.0,856,vehicle_stopping
24,1,50.0,25.0,270,vehicle_stopping
101,1,210.86274509803923,173.57843137254903,1055,vehicle_stopping
121,1,256.6393442622951,102.34426229508196,1335,vehicle_stopping
124,1,216.656,33.624,1276,vehicle_turning_left
299,1,38.49,26.086666666666662,3023,vehicle_turning_left
146,1,234.2108843537415,78.2312925170068,1600,vehicle_turning_left
56,1,116.73684210526316,82.19298245614036,562,vehicle_starting
292,1,57.75767918088737,29.0,3215,vehicle_starting
2037,2,15.997301275760549,36.0,22742,Interacts
405,2,16.0,36.0,4927,Interacts
229,2,16.0,36.0,2956,Interacts
305,2,16.0,36.0,3513,Interacts
213,2,27.5521327014218,46.4478672985782,2794,Riding
560,2,53.822416302765646,28.5254730713246,5311,Exiting
53,2,36.5,21.0,537,Closing
4682,1,48.10036301516122,64.116378389921,53795,activity_carrying
366,1,33.33787465940055,59.63760217983651,4888,activity_carrying
586,1,29.80749574105622,58.04258943781942,6183,activity_carrying
563,1,38.804964539007095,65.24468085106383,6239,activity_carrying
205,1,28.57281553398058,53.932038834951456,2700,activity_carrying
1392,1,23.041636755204596,44.20603015075377,16727,activity_carrying
108,1,15.65137614678899,45.20183486238532,1325,activity_carrying
3356,1,51.94131665177242,65.72803098004171,39632,specialized_using_tool
366,1,33.33787465940055,59.63760217983651,4888,specialized_using_tool
563,1,38.804964539007095,65.24468085106383,6239,specialized_using_tool
108,1,15.65137614678899,45.20183486238532,1325,specialized_using_tool
81,1,116.03658536585364,82.5609756097561,813,vehicle_turning_right
75,1,125.76315789473684,101.23684210526316,950,vehicle_starting
73,1,114.44594594594597,83.85135135135135,877,vehicle_starting
43,1,124.8409090909091,85.0,563,vehicle_starting
96,1,112.0721649484536,88.4639175257732,1171,vehicle_starting
50,1,127.17647058823528,78.43137254901961,681,vehicle_starting
53,1,118.24074074074076,85.11111111111111,753,vehicle_starting
57,1,147.82758620689654,127.6896551724138,631,vehicle_starting
45,1,178.52173913043478,69.06521739130434,629,vehicle_turning_left
63,1,208.609375,78.4375,654,vehicle_turning_left
31,1,158.15625,40.09375,314,vehicle_turning_left
22,1,165.6086956521739,46.391304347826086,272,vehicle_turning_left
855,1,21.885514018691588,49.76752336448598,10725,activity_running
607,1,22.04111842105263,42.245065789473685,6677,activity_walking
134,1,18.0,38.0,1330,activity_walking
571,1,20.2972027972028,37.98951048951049,5480,activity_walking
1421,1,22.938115330520397,43.83473980309423,17101,activity_walking
1486,1,52.94351042367183,66.89172831203766,17319,activity_walking
1633,1,49.37086903304773,62.89045287637699,19983,activity_walking
108,1,15.65137614678899,45.20183486238532,1325,activity_walking
203,1,14.901960784313726,27.34313725490196,2421,activity_walking
563,1,38.804964539007095,65.24468085106383,6239,activity_walking
631,1,29.75949367088608,55.35443037974684,6629,activity_walking
366,1,33.33787465940055,59.63760217983651,4888,activity_walking
1396,1,41.75948460987832,61.74158911954188,14676,activity_standing
164,1,45.55757575757576,71.35151515151514,1817,activity_standing
154,1,9.0,9.096774193548388,1572,activity_standing
4731,1,18.0,38.0,53939,activity_standing
597,1,18.006688963210703,38.0,5897,activity_standing
21,1,22.272727272727277,19.772727272727277,235,vehicle_moving
338,1,89.9410029498525,63.46312684365782,4489,vehicle_moving
165,1,32.37951807228916,26.90963855421687,1924,vehicle_moving
214,1,159.1953488372093,119.47906976744186,2370,vehicle_moving
223,1,96.56696428571428,65.42857142857143,2868,vehicle_moving
105,1,84.41509433962264,63.56603773584906,1241,vehicle_moving
160,1,49.77018633540373,21.385093167701864,1932,vehicle_moving
7,1,113.25,22.5,85,vehicle_moving
143,1,84.54166666666667,59.638888888888886,1558,vehicle_moving
39,1,60.875,53.325,429,vehicle_moving
332,1,92.93993993993992,66.3933933933934,4048,vehicle_moving
143,1,92.86805555555556,67.81944444444444,1462,vehicle_moving
133,1,68.28358208955224,62.5,1871,vehicle_moving
351,1,117.61647727272728,95.0909090909091,3633,vehicle_moving
147,1,90.0945945945946,72.38513513513513,2008,vehicle_moving
149,1,84.73333333333333,59.086666666666666,1938,vehicle_moving
368,1,94.16531165311652,71.74254742547426,4254,vehicle_moving
377,1,96.36772486772487,76.23015873015873,5000,vehicle_moving
123,1,87.85483870967742,58.33870967741935,1731,vehicle_moving
945,1,79.15644820295984,47.22621564482029,9150,vehicle_moving
170,1,89.26900584795321,61.6140350877193,2195,vehicle_moving
213,1,27.60747663551402,39.53271028037384,2794,vehicle_moving
99,1,146.19,72.33,1182,vehicle_moving
146,1,96.4625850340136,63.42176870748299,1600,vehicle_moving
294,1,58.23728813559322,30.2,3293,vehicle_moving
138,1,193.12230215827336,103.18705035971225,1394,vehicle_moving
281,1,95.74468085106383,63.51063829787234,3632,vehicle_moving
187,1,150.7712765957447,114.07978723404256,2082,vehicle_moving
113,1,162.52631578947367,82.71929824561404,1505,vehicle_moving
