actor_id,subject_type,frame,x,y,w,h,region_id,region_cx,region_cy,area,speed,true_predicate,cluster
9.0,Person,3693.0,397.0,533.0,456.0,640.0,0.0,0.0,0.0,291840.0,39.82461550347976,Talking,1
12.0,Person,3693.0,496.0,544.0,565.0,680.0,0.0,0.0,0.0,384200.0,99.60923651951158,Talking,1
7.0,Person,4991.0,268.0,729.0,348.0,883.0,7.0,308.0,806.0,307284.0,293.6136917788406,Talking,1
10.0,Person,4991.0,273.0,700.0,338.0,837.0,10.0,305.917,769.417,282906.0,29.42787793912432,Talking,1
6.0,Person,4991.0,341.0,712.0,416.0,856.0,0.0,0.0,0.0,356096.0,69.05070600652827,Talking,1
7.0,Person,5085.0,269.0,729.0,342.0,883.0,7.0,306.02700000000004,806.0,301986.0,73.97972695272672,Talking,1
6.0,Person,5085.0,335.0,710.0,407.0,861.0,0.0,0.0,0.0,350427.0,68.6804193347711,Talking,1
7.0,Person,6324.0,289.0,687.0,360.0,843.0,7.0,324.5,765.0,303480.0,51.42956348249516,Talking,1
6.0,Person,6324.0,336.0,714.0,424.0,856.0,0.0,0.0,0.0,362944.0,54.20332093147061,Talking,1
12.0,Person,3199.0,368.0,594.0,453.0,730.0,0.0,0.0,0.0,330690.0,124.1933975700802,Person_Person_Interaction,1
9.0,Person,3199.0,450.0,592.0,528.0,728.0,0.0,0.0,0.0,384384.0,82.02438661763951,Person_Person_Interaction,1
10.0,Person,4910.0,269.0,690.0,337.0,827.0,10.0,303.833,758.833,278699.0,205.8275977608445,Person_Person_Interaction,1
6.0,Person,4910.0,336.0,713.0,411.0,857.0,0.0,0.0,0.0,352227.0,70.83784299369935,Person_Person_Interaction,1
7.0,Person,4959.0,268.0,729.0,348.0,883.0,7.0,308.0,806.0,307284.0,69.85699678629192,Person_Person_Interaction,1
10.0,Person,4959.0,278.0,693.0,343.0,830.0,10.0,311.056,761.5,284690.0,37.36308338453881,Person_Person_Interaction,1
21.0,Person,9906.0,1098.0,528.0,1162.0,674.0,0.0,0.0,0.0,783188.0,836.4358911476719,Person_Person_Interaction,1
19.0,Person,9906.0,1061.0,584.0,1122.0,720.0,0.0,0.0,0.0,807840.0,67.11929677819934,Person_Person_Interaction,1
19.0,Person,10046.0,1044.0,593.0,1096.0,711.0,0.0,0.0,0.0,779256.0,19.235384061671343,Person_Person_Interaction,1
21.0,Person,10046.0,1080.0,549.0,1178.0,677.0,0.0,0.0,0.0,797506.0,56.85068161420758,Person_Person_Interaction,1
29.0,Person,19310.0,1039.0,502.0,1114.0,657.0,0.0,0.0,0.0,731898.0,62.369864518050704,Person_Person_Interaction,1
32.0,Person,19310.0,1090.0,512.0,1186.0,637.0,0.0,0.0,0.0,755482.0,51.97114584074513,Person_Person_Interaction,1
29.0,Person,13267.0,618.0,848.0,717.0,1008.0,0.0,0.0,0.0,722736.0,579.378977871997,Interacts,1
39.0,Push_Pulled_Object,13267.0,667.0,880.0,742.0,982.0,39.0,705.3,931.5,728644.0,58.52349955359813,Interacts,2
29.0,Person,19240.0,1032.0,514.0,1106.0,666.0,0.0,0.0,0.0,736596.0,516.895540704309,Interacts,1
39.0,Push_Pulled_Object,19240.0,1076.0,566.0,1143.0,653.0,39.0,1109.68,610.045,746379.0,68.11754546370561,Interacts,2
5001.0,Other,4637.0,512.0,687.0,541.0,747.0,5001.0,525.75,717.25,404127.0,576.8335981892872,Interacts,3
11.0,Person,4637.0,506.0,620.0,595.0,764.0,0.0,0.0,0.0,454580.0,67.26812023536856,Interacts,1
29.0,Person,18916.0,608.0,840.0,706.0,1010.0,0.0,0.0,0.0,713060.0,242.49536078036627,Interacts,1
39.0,Push_Pulled_Object,18916.0,677.0,878.0,732.0,983.0,39.0,704.5,930.5,719556.0,78.77182237323191,Interacts,2
12.0,Person,3372.0,488.0,541.0,554.0,669.0,0.0,0.0,0.0,370626.0,386.3806413370111,Open_Trunk,1
5.0,Vehicle,3372.0,333.0,481.0,606.0,641.0,5.0,469.88700000000006,561.3634999999999,388446.0,166.20770138594662,Open_Trunk,4
12.0,Person,3560.0,530.0,541.0,597.0,669.0,0.0,0.0,0.0,399393.0,205.93445559206447,Closing_Trunk,1
5.0,Vehicle,3560.0,330.0,480.0,604.0,640.0,5.0,467.765,560.892,386560.0,209.0956718825141,Closing_Trunk,4
28.0,Person,13048.0,1386.0,329.0,1453.0,388.0,0.0,0.0,0.0,563764.0,1066.7412994723695,Loading,1
27.0,Vehicle,13048.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,65.92419889539804,Loading,4
12.0,Person,3463.0,525.0,524.0,605.0,658.0,0.0,0.0,0.0,398090.0,817.8630692236935,Unloading,1
5.0,Vehicle,3463.0,332.0,481.0,605.0,641.0,5.0,468.8595,561.1355,387805.0,197.7321420508057,Unloading,4
15.0,Person,3102.0,1341.0,397.0,1394.0,453.0,0.0,0.0,0.0,631482.0,1012.4904937825344,Unloading,1
14.0,Vehicle,3102.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,100.64790112068906,Unloading,4
19.0,Person,9970.0,997.0,597.0,1058.0,666.0,0.0,0.0,0.0,704628.0,297.75493278869453,Unloading,1
26.0,Vehicle,9970.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,207.69207977195472,Unloading,4
32.0,Person,18996.0,1304.0,488.0,1365.0,536.0,0.0,0.0,0.0,731640.0,509.7626898861861,Unloading,1
3.0,Vehicle,18996.0,1214.0,504.0,1531.0,717.0,3.0,1373.1,610.6955,1097727.0,91.41115905621152,Unloading,4
12.0,Person,3550.0,528.0,538.0,594.0,666.0,0.0,0.0,0.0,395604.0,686.842048800159,Transport_HeavyCarry,1
13.0,Prop,3550.0,528.0,556.0,564.0,601.0,13.0,546.7,579.0,338964.0,18.0,Transport_HeavyCarry,5
12.0,Person,3550.0,528.0,538.0,594.0,666.0,0.0,0.0,0.0,395604.0,18.0,Transport_HeavyCarry,1
13.0,Prop,3550.0,528.0,556.0,564.0,601.0,13.0,546.7,579.0,338964.0,18.0,Transport_HeavyCarry,5
16.0,Person,5482.0,1.0,678.0,45.0,755.0,0.0,0.0,0.0,33975.0,540.9371497688063,Transport_HeavyCarry,1
17.0,Prop,5482.0,2.0,670.0,28.0,710.0,0.0,0.0,0.0,19880.0,8.06225774829855,Transport_HeavyCarry,5
20.0,Prop,10021.0,1013.0,608.0,1058.0,645.0,0.0,0.0,0.0,682410.0,1012.899303978436,Transport_HeavyCarry,5
19.0,Person,10021.0,1020.0,597.0,1072.0,655.0,0.0,0.0,0.0,702160.0,13.038404810405298,Transport_HeavyCarry,1
21.0,Person,10046.0,1080.0,549.0,1178.0,677.0,0.0,0.0,0.0,797506.0,76.83749084919418,Transport_HeavyCarry,1
20.0,Prop,10046.0,1070.0,599.0,1108.0,636.0,20.0,1089.86,618.214,704688.0,50.99019513592785,Transport_HeavyCarry,5
32.0,Person,19160.0,1221.0,485.0,1282.0,562.0,0.0,0.0,0.0,720484.0,189.20095137181525,Transport_HeavyCarry,1
33.0,Prop,19160.0,1213.0,509.0,1261.0,562.0,0.0,0.0,0.0,708682.0,25.29822128134704,Transport_HeavyCarry,5
22.0,Push_Pulled_Object,10234.0,1112.0,597.0,1169.0,693.0,22.0,1140.665,645.333,810117.0,133.9589489358587,Push,2
21.0,Person,10234.0,1095.0,574.0,1202.0,705.0,0.0,0.0,0.0,847410.0,28.600699292150185,Push,1
29.0,Person,18982.0,626.0,837.0,725.0,1008.0,0.0,0.0,0.0,730800.0,537.7080992508854,Push,1
39.0,Push_Pulled_Object,18982.0,673.0,880.0,737.0,985.0,39.0,705.423,932.654,725945.0,63.702433234531945,Push,2
15.0,Person,3285.0,1282.0,378.0,1349.0,469.0,0.0,0.0,0.0,632681.0,789.2306380266798,Pull,1
34.0,Push_Pulled_Object,3285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pull,6
22.0,Push_Pulled_Object,9519.0,0.0,717.0,41.0,789.0,0.0,0.0,0.0,32349.0,0.0,Pull,7
21.0,Person,9519.0,20.0,646.0,96.0,786.0,0.0,0.0,0.0,75456.0,73.76313442364011,Pull,1
39.0,Push_Pulled_Object,12777.0,0.0,806.0,34.0,876.0,0.0,0.0,0.0,29784.0,161.24515496597098,Pull,7
29.0,Person,12777.0,9.0,722.0,98.0,880.0,29.0,54.124995,801.7855,86240.0,84.48076704197234,Pull,1
29.0,Person,19359.0,1034.0,522.0,1109.0,677.0,0.0,0.0,0.0,750793.0,1044.3299287102711,Pull,1
39.0,Push_Pulled_Object,19359.0,1075.0,571.0,1142.0,658.0,39.0,1108.85,614.9,751436.0,63.89053137985315,Pull,2
5.0,Vehicle,2033.0,349.0,486.0,620.0,644.0,5.0,484.9475,565.3425,399280.0,730.9589591762317,Exiting,4
9.0,Person,2033.0,386.0,528.0,426.0,610.0,0.0,0.0,0.0,259860.0,55.97320787662612,Exiting,1
15.0,Person,3008.0,1402.0,424.0,1456.0,480.0,0.0,0.0,0.0,698880.0,1021.308964026068,Exiting,1
14.0,Vehicle,3008.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,152.8397853963424,Exiting,4
18.0,Person,9288.0,1475.0,367.0,1511.0,389.0,0.0,0.0,0.0,587779.0,236.54597861726583,Exiting,1
27.0,Vehicle,9288.0,1338.0,362.0,1616.0,528.0,0.0,0.0,0.0,853248.0,137.09121051329294,Exiting,4
19.0,Person,9461.0,944.0,637.0,1005.0,690.0,0.0,0.0,0.0,693450.0,480.4799683649673,Exiting,1
26.0,Vehicle,9461.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,175.5704986607944,Exiting,4
32.0,Person,18880.0,1363.0,504.0,1416.0,544.0,0.0,0.0,0.0,770304.0,567.2080746956975,Exiting,1
3.0,Vehicle,18880.0,1215.0,504.0,1530.0,717.0,3.0,1373.05,610.6,1097010.0,148.0,Exiting,4
0.0,Person,19921.0,770.0,512.0,810.0,562.0,0.0,0.0,0.0,455220.0,445.0719043031137,Exiting,1
4.0,Vehicle,19921.0,610.0,472.0,869.0,642.0,0.0,0.0,0.0,557898.0,164.92422502470643,Exiting,4
9.0,Person,3844.0,386.0,528.0,434.0,605.0,0.0,0.0,0.0,262570.0,230.89391503458896,Entering,1
5.0,Vehicle,3844.0,327.0,479.0,601.0,640.0,5.0,464.559,560.1795,384640.0,76.69419795525604,Entering,4
14.0,Vehicle,6069.0,1242.0,434.0,1565.0,600.0,0.0,0.0,0.0,939000.0,916.1058890761482,Entering,4
16.0,Person,6069.0,1396.0,401.0,1446.0,455.0,0.0,0.0,0.0,657930.0,157.4960316960399,Entering,1
19.0,Person,10418.0,995.0,613.0,1067.0,740.0,19.0,1031.5,677.0,789580.0,453.5912256646947,Entering,1
26.0,Vehicle,10418.0,799.0,536.0,1081.0,782.0,26.0,940.5195,659.5535,845342.0,210.5825253908785,Entering,4
28.0,Person,13172.0,1466.0,352.0,1522.0,397.0,0.0,0.0,0.0,604234.0,691.9140119986009,Entering,1
27.0,Vehicle,13172.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,141.01418368376991,Entering,4
32.0,Person,19577.0,1370.0,506.0,1424.0,549.0,0.0,0.0,0.0,781776.0,158.52129194527782,Entering,1
3.0,Vehicle,19577.0,1211.0,505.0,1534.0,717.0,3.0,1373.335,611.175,1099878.0,159.00314462299164,Entering,4
9.0,Person,1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Opening,1
5.0,Vehicle,1971.0,350.0,486.0,620.0,644.0,5.0,485.643,565.5409999999999,399280.0,0.0,Opening,4
15.0,Person,3067.0,1349.0,394.0,1402.0,450.0,0.0,0.0,0.0,630900.0,1003.2272922922302,Opening,1
14.0,Vehicle,3067.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,109.16501271011695,Opening,4
5.0,Vehicle,3623.0,330.0,480.0,603.0,640.0,5.0,467.0535,560.7345,385920.0,920.8691546577072,Opening,4
9.0,Person,3623.0,386.0,528.0,450.0,648.0,0.0,0.0,0.0,291600.0,73.7563556583431,Opening,1
16.0,Person,6037.0,1386.0,405.0,1450.0,464.0,0.0,0.0,0.0,672800.0,1007.53610357148,Opening,1
14.0,Vehicle,6037.0,1242.0,434.0,1565.0,600.0,0.0,0.0,0.0,939000.0,146.8911161370898,Opening,4
19.0,Person,9838.0,1040.0,576.0,1101.0,712.0,0.0,0.0,0.0,783912.0,246.9169900999119,Opening,1
26.0,Vehicle,9838.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,245.507637355745,Opening,4
19.0,Person,10389.0,987.0,614.0,1062.0,742.0,0.0,0.0,0.0,788004.0,203.54115063052976,Opening,1
26.0,Vehicle,10389.0,799.0,537.0,1079.0,782.0,26.0,939.722,659.7570000000001,843778.0,203.15757431117356,Opening,4
28.0,Person,12975.0,1442.0,338.0,1520.0,413.0,0.0,0.0,0.0,627760.0,673.0898899849856,Opening,1
27.0,Vehicle,12975.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,118.0889495253472,Opening,4
28.0,Person,13028.0,1408.0,332.0,1475.0,391.0,0.0,0.0,0.0,576725.0,85.86617494683223,Opening,1
27.0,Vehicle,13028.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,85.86617494683223,Opening,4
28.0,Person,13149.0,1448.0,338.0,1514.0,392.0,0.0,0.0,0.0,593488.0,124.03628501370072,Opening,1
27.0,Vehicle,13149.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,124.03628501370072,Opening,4
32.0,Person,18963.0,1301.0,480.0,1362.0,528.0,0.0,0.0,0.0,719136.0,128.2653499585917,Opening,1
3.0,Vehicle,18963.0,1214.0,504.0,1531.0,717.0,3.0,1373.085,610.6685,1097727.0,90.24965373894794,Opening,4
32.0,Person,19549.0,1354.0,496.0,1418.0,544.0,0.0,0.0,0.0,771392.0,140.22838514366484,Opening,1
3.0,Vehicle,19549.0,1212.0,505.0,1534.0,717.0,3.0,1373.3249999999998,611.152,1099878.0,142.28492541376264,Opening,4
19.0,Person,9414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Opening,1
26.0,Vehicle,9414.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,0.0,Opening,4
9.0,Person,2087.0,389.0,530.0,442.0,637.0,0.0,0.0,0.0,281554.0,408.1482573771448,Closing,1
5.0,Vehicle,2087.0,349.0,486.0,619.0,644.0,5.0,484.341,565.169,398636.0,59.46427498927402,Closing,4
15.0,Person,3032.0,1403.0,406.0,1456.0,457.0,0.0,0.0,0.0,665392.0,1057.0316929969508,Closing,1
14.0,Vehicle,3032.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,156.7322557739791,Closing,4
14.0,Vehicle,3230.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,0.0,Closing,4
15.0,Person,3230.0,1333.0,370.0,1400.0,453.0,0.0,0.0,0.0,634200.0,108.57716150277643,Closing,1
5.0,Vehicle,3895.0,326.0,479.0,601.0,640.0,5.0,463.983,560.052,384640.0,1012.882026694126,Closing,4
9.0,Person,3895.0,397.0,522.0,432.0,584.0,0.0,0.0,0.0,252288.0,83.00602387778854,Closing,1
18.0,Person,9317.0,1461.0,336.0,1517.0,397.0,0.0,0.0,0.0,602249.0,1080.13517672558,Closing,1
27.0,Vehicle,9317.0,1338.0,362.0,1616.0,528.0,0.0,0.0,0.0,853248.0,125.7179382586272,Closing,4
26.0,Vehicle,9513.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,569.8438382574651,Closing,4
19.0,Person,9513.0,984.0,610.0,1050.0,698.0,0.0,0.0,0.0,732900.0,199.3238570768688,Closing,1
19.0,Person,10084.0,1061.0,585.0,1109.0,713.0,0.0,0.0,0.0,790717.0,80.95677859203639,Closing,1
26.0,Vehicle,10084.0,797.0,540.0,1065.0,783.0,26.0,931.3365,661.902,833895.0,267.8077668776617,Closing,4
28.0,Person,13098.0,1402.0,336.0,1469.0,389.0,0.0,0.0,0.0,571441.0,638.4676969119112,Closing,1
27.0,Vehicle,13098.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,79.07591289387686,Closing,4
32.0,Person,18886.0,1346.0,501.0,1408.0,541.0,0.0,0.0,0.0,761728.0,148.492424049175,Closing,1
3.0,Vehicle,18886.0,1215.0,504.0,1530.0,717.0,3.0,1373.05,610.605,1097010.0,131.03434664239754,Closing,4
32.0,Person,19468.0,1304.0,485.0,1368.0,533.0,0.0,0.0,0.0,729144.0,91.00549433962765,Closing,1
3.0,Vehicle,19468.0,1212.0,505.0,1534.0,717.0,3.0,1373.29,611.085,1099878.0,94.14881836751856,Closing,4
0.0,Person,19946.0,770.0,482.0,824.0,562.0,0.0,0.0,0.0,463088.0,442.5980117442915,Closing,1
4.0,Vehicle,19946.0,610.0,472.0,869.0,642.0,0.0,0.0,0.0,557898.0,160.312195418814,Closing,4
19.0,Person,10469.0,946.0,630.0,992.0,686.0,19.0,969.4,658.6,680512.0,371.2950309390095,Closing,1
26.0,Vehicle,10469.0,800.0,536.0,1083.0,782.0,26.0,941.9225,659.1945000000001,846906.0,173.64331256918592,Closing,4
20.0,Prop,10069.0,1088.0,597.0,1126.0,639.0,20.0,1107.86,618.0,719514.0,294.3891981714003,SetDown,5
21.0,Person,10069.0,1080.0,554.0,1178.0,677.0,0.0,0.0,0.0,797506.0,43.73785545725808,SetDown,1
22.0,Push_Pulled_Object,10069.0,1110.0,596.0,1160.0,692.0,22.0,1135.0,644.0,802720.0,51.61395160225576,SetDown,2
32.0,Person,19236.0,1120.0,514.0,1186.0,637.0,0.0,0.0,0.0,755482.0,82.60750571225353,SetDown,1
33.0,Prop,19236.0,1104.0,568.0,1152.0,621.0,0.0,0.0,0.0,715392.0,56.32051136131489,SetDown,5
39.0,Push_Pulled_Object,19236.0,1073.0,569.0,1140.0,655.0,39.0,1106.64,612.7145,746700.0,31.016124838541646,SetDown,2
12.0,Person,3203.0,370.0,594.0,456.0,730.0,0.0,0.0,0.0,332880.0,703.4443830183023,activity_standing,1
12.0,Person,3274.0,405.0,573.0,488.0,709.0,0.0,0.0,0.0,345992.0,40.8166632639171,activity_standing,1
12.0,Person,3368.0,482.0,541.0,549.0,669.0,0.0,0.0,0.0,367281.0,83.38465086573187,activity_standing,1
12.0,Person,3733.0,476.0,549.0,541.0,685.0,12.0,508.889,617.0,370585.0,10.0,activity_standing,1
29.0,Person,13229.0,601.0,853.0,700.0,1038.0,0.0,0.0,0.0,726600.0,328.6959080974389,activity_standing,1
29.0,Person,19236.0,1024.0,520.0,1098.0,672.0,0.0,0.0,0.0,737856.0,538.3474714345745,activity_standing,1
11.0,Person,4868.0,134.0,692.0,218.0,859.0,11.0,176.5,776.0845,187262.0,906.4678703627612,activity_standing,1
21.0,Person,9913.0,1101.0,533.0,1165.0,680.0,0.0,0.0,0.0,792200.0,979.9846937580198,activity_standing,1
18.0,Person,9288.0,1475.0,367.0,1511.0,389.0,0.0,0.0,0.0,587779.0,409.1845549382333,activity_standing,1
19.0,Person,9461.0,944.0,637.0,1005.0,690.0,0.0,0.0,0.0,693450.0,595.7021067614248,activity_standing,1
19.0,Person,9652.0,1021.0,522.0,1062.0,597.0,0.0,0.0,0.0,634014.0,138.3979768638256,activity_standing,1
19.0,Person,9883.0,1045.0,586.0,1106.0,722.0,0.0,0.0,0.0,798532.0,68.35202996254024,activity_standing,1
19.0,Person,10209.0,1001.0,614.0,1059.0,742.0,0.0,0.0,0.0,785778.0,52.15361924162119,activity_standing,1
9.0,Person,2030.0,389.0,528.0,426.0,610.0,0.0,0.0,0.0,259860.0,618.0129448482451,activity_standing,1
9.0,Person,2970.0,439.0,559.0,503.0,679.0,0.0,0.0,0.0,341537.0,58.83026432033091,activity_standing,1
9.0,Person,3406.0,448.0,557.0,512.0,680.0,0.0,0.0,0.0,348160.0,9.219544457292889,activity_standing,1
9.0,Person,3626.0,386.0,528.0,450.0,648.0,0.0,0.0,0.0,291600.0,68.4470598345904,activity_standing,1
9.0,Person,3727.0,405.0,536.0,461.0,637.0,0.0,0.0,0.0,293657.0,20.615528128088304,activity_standing,1
32.0,Person,18880.0,1363.0,504.0,1416.0,544.0,0.0,0.0,0.0,770304.0,958.5342977692555,activity_standing,1
32.0,Person,18929.0,1312.0,485.0,1373.0,528.0,0.0,0.0,0.0,724944.0,54.42425929675111,activity_standing,1
32.0,Person,19226.0,1128.0,509.0,1189.0,634.0,0.0,0.0,0.0,753826.0,185.5586160758912,activity_standing,1
32.0,Person,19550.0,1357.0,498.0,1421.0,546.0,0.0,0.0,0.0,775866.0,229.2640399190418,activity_standing,1
6.0,Person,0.0,349.0,709.0,410.0,850.0,0.0,0.0,0.0,348500.0,1029.847076026339,activity_standing,1
6.0,Person,1198.0,328.0,706.0,402.0,856.0,0.0,0.0,0.0,344112.0,21.213203435596427,activity_standing,1
6.0,Person,7775.0,424.0,664.0,488.0,800.0,0.0,0.0,0.0,390400.0,104.78549517943787,activity_standing,1
6.0,Person,9263.0,1525.0,1.0,1545.0,32.0,6.0,1535.645,16.5,49440.0,1285.212044761486,activity_standing,1
1.0,Person,8372.0,1030.0,265.0,1072.0,367.0,0.0,0.0,0.0,393424.0,561.0,activity_standing,1
1.0,Person,9201.0,1486.0,1.0,1503.0,34.0,1.0,1495.32,17.70585,51102.0,526.9079616024036,activity_standing,1
1.0,Person,9460.0,1603.0,1.0,1635.0,37.0,0.0,0.0,0.0,60495.0,117.0,activity_standing,1
10.0,Person,4824.0,165.0,667.0,246.0,795.0,10.0,205.643,731.143,195570.0,1584.7397262642216,activity_standing,1
10.0,Person,4914.0,273.0,695.0,341.0,832.0,10.0,307.5,763.5,283712.0,111.57060544785082,activity_standing,1
16.0,Person,5645.0,553.0,550.0,632.0,695.0,0.0,0.0,0.0,439240.0,315.3173005085512,activity_standing,1
16.0,Person,5716.0,464.0,601.0,554.0,740.0,0.0,0.0,0.0,409960.0,102.5768004960186,activity_standing,1
16.0,Person,6025.0,1384.0,402.0,1450.0,464.0,0.0,0.0,0.0,672800.0,941.2762612538362,activity_standing,1
28.0,Person,12980.0,1456.0,341.0,1533.0,416.0,0.0,0.0,0.0,637728.0,94.36630754670864,activity_standing,1
15.0,Person,3008.0,1402.0,424.0,1456.0,480.0,0.0,0.0,0.0,698880.0,99.02019995940222,activity_standing,1
15.0,Person,3074.0,1335.0,396.0,1388.0,452.0,0.0,0.0,0.0,627376.0,72.61542535852834,activity_standing,1
0.0,Person,19921.0,770.0,512.0,810.0,562.0,0.0,0.0,0.0,455220.0,576.7850552848955,activity_standing,1
7.0,Person,0.0,276.0,688.0,345.0,845.0,0.0,0.0,0.0,291525.0,524.4158655113325,activity_standing,1
7.0,Person,5110.0,267.0,729.0,344.0,883.0,7.0,306.365,806.0,303752.0,41.97618372363071,activity_standing,1
7.0,Person,7806.0,348.0,669.0,422.0,822.0,7.0,385.867,745.7,346884.0,100.80178569846863,activity_standing,1
7.0,Person,9209.0,1494.0,0.0,1518.0,38.0,7.0,1506.3200000000002,19.454505,57684.0,1326.9804067882842,activity_standing,1
16.0,Person,5482.0,1.0,678.0,45.0,755.0,0.0,0.0,0.0,33975.0,1639.7356494264557,activity_running,1
16.0,Person,5900.0,754.0,520.0,832.0,653.0,0.0,0.0,0.0,543296.0,769.3978164772759,activity_running,1
28.0,Person,12783.0,351.0,641.0,458.0,791.0,0.0,0.0,0.0,362278.0,420.77309799938496,activity_running,1
2.0,Person,1820.0,1747.0,63.0,1784.0,144.0,2.0,1765.635,104.22715,256896.0,1510.9268678529745,activity_running,1
29.0,Person,13882.0,634.0,834.0,730.0,1005.0,0.0,0.0,0.0,733650.0,1353.9608561550071,specialized_texting_phone,1
