video,actor_id,subject_type,predicate,frame,x,y,w,h,region_id,region_cx,region_cy,area,speed
VIRAT_S_000000,0.0,0,specialized_texting_phone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,0.0,0,vehicle_moving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,0.0,0,vehicle_starting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,0.0,0,vehicle_stopping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,0.0,0,vehicle_turning_left,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,0.0,0,vehicle_turning_right,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,7.0,Person,Talking,0.0,276.0,688.0,345.0,845.0,0.0,0.0,0.0,291525.0,0.0
VIRAT_S_000000,6.0,Person,Talking,0.0,349.0,709.0,410.0,850.0,0.0,0.0,0.0,348500.0,75.96051605933177
VIRAT_S_000000,7.0,Person,Talking,2710.0,287.0,714.0,356.0,868.0,7.0,322.2,791.0,309008.0,62.20128616033595
VIRAT_S_000000,6.0,Person,Talking,2710.0,349.0,712.0,437.0,864.0,0.0,0.0,0.0,377568.0,62.03224967708329
VIRAT_S_000000,9.0,Person,Talking,3293.0,453.0,586.0,536.0,720.0,0.0,0.0,0.0,385920.0,163.37686494727458
VIRAT_S_000000,12.0,Person,Talking,3293.0,416.0,568.0,493.0,701.0,0.0,0.0,0.0,345593.0,41.14608122288197
VIRAT_S_000000,9.0,Person,Talking,3693.0,397.0,533.0,456.0,640.0,0.0,0.0,0.0,291840.0,39.824615503479755
VIRAT_S_000000,12.0,Person,Talking,3693.0,496.0,544.0,565.0,680.0,0.0,0.0,0.0,384200.0,99.60923651951158
VIRAT_S_000000,7.0,Person,Talking,4991.0,268.0,729.0,348.0,883.0,7.0,308.0,806.0,307284.0,293.6136917788406
VIRAT_S_000000,10.0,Person,Talking,4991.0,273.0,700.0,338.0,837.0,10.0,305.917,769.417,282906.0,29.427877939124322
VIRAT_S_000000,6.0,Person,Talking,4991.0,341.0,712.0,416.0,856.0,0.0,0.0,0.0,356096.0,69.05070600652827
VIRAT_S_000000,7.0,Person,Talking,5085.0,269.0,729.0,342.0,883.0,7.0,306.02700000000004,806.0,301986.0,73.97972695272672
VIRAT_S_000000,6.0,Person,Talking,5085.0,335.0,710.0,407.0,861.0,0.0,0.0,0.0,350427.0,68.6804193347711
VIRAT_S_000000,7.0,Person,Talking,6324.0,289.0,687.0,360.0,843.0,7.0,324.5,765.0,303480.0,51.42956348249516
VIRAT_S_000000,6.0,Person,Talking,6324.0,336.0,714.0,424.0,856.0,0.0,0.0,0.0,362944.0,54.20332093147061
VIRAT_S_000000,12.0,Person,Person_Person_Interaction,3199.0,368.0,594.0,453.0,730.0,0.0,0.0,0.0,330690.0,124.1933975700802
VIRAT_S_000000,9.0,Person,Person_Person_Interaction,3199.0,450.0,592.0,528.0,728.0,0.0,0.0,0.0,384384.0,82.02438661763951
VIRAT_S_000000,10.0,Person,Person_Person_Interaction,4910.0,269.0,690.0,337.0,827.0,10.0,303.833,758.833,278699.0,205.8275977608445
VIRAT_S_000000,6.0,Person,Person_Person_Interaction,4910.0,336.0,713.0,411.0,857.0,0.0,0.0,0.0,352227.0,70.83784299369935
VIRAT_S_000000,7.0,Person,Person_Person_Interaction,4959.0,268.0,729.0,348.0,883.0,7.0,308.0,806.0,307284.0,69.85699678629192
VIRAT_S_000000,10.0,Person,Person_Person_Interaction,4959.0,278.0,693.0,343.0,830.0,10.0,311.056,761.5,284690.0,37.36308338453881
VIRAT_S_000000,21.0,Person,Person_Person_Interaction,9906.0,1098.0,528.0,1162.0,674.0,0.0,0.0,0.0,783188.0,836.4358911476719
VIRAT_S_000000,19.0,Person,Person_Person_Interaction,9906.0,1061.0,584.0,1122.0,720.0,0.0,0.0,0.0,807840.0,67.11929677819934
VIRAT_S_000000,19.0,Person,Person_Person_Interaction,10046.0,1044.0,593.0,1096.0,711.0,0.0,0.0,0.0,779256.0,19.235384061671343
VIRAT_S_000000,21.0,Person,Person_Person_Interaction,10046.0,1080.0,549.0,1178.0,677.0,0.0,0.0,0.0,797506.0,56.85068161420758
VIRAT_S_000000,29.0,Person,Person_Person_Interaction,19310.0,1039.0,502.0,1114.0,657.0,0.0,0.0,0.0,731898.0,62.369864518050704
VIRAT_S_000000,32.0,Person,Person_Person_Interaction,19310.0,1090.0,512.0,1186.0,637.0,0.0,0.0,0.0,755482.0,51.97114584074513
VIRAT_S_000000,29.0,Person,Interacts,13267.0,618.0,848.0,717.0,1008.0,0.0,0.0,0.0,722736.0,579.378977871997
VIRAT_S_000000,39.0,Push_Pulled_Object,Interacts,13267.0,667.0,880.0,742.0,982.0,39.0,705.3,931.5,728644.0,58.52349955359813
VIRAT_S_000000,29.0,Person,Interacts,19240.0,1032.0,514.0,1106.0,666.0,0.0,0.0,0.0,736596.0,516.895540704309
VIRAT_S_000000,39.0,Push_Pulled_Object,Interacts,19240.0,1076.0,566.0,1143.0,653.0,39.0,1109.68,610.045,746379.0,68.11754546370561
VIRAT_S_000000,5001.0,Other,Interacts,4637.0,512.0,687.0,541.0,747.0,5001.0,525.75,717.25,404127.0,576.8335981892872
VIRAT_S_000000,11.0,Person,Interacts,4637.0,506.0,620.0,595.0,764.0,0.0,0.0,0.0,454580.0,67.26812023536856
VIRAT_S_000000,29.0,Person,Interacts,18916.0,608.0,840.0,706.0,1010.0,0.0,0.0,0.0,713060.0,242.49536078036627
VIRAT_S_000000,39.0,Push_Pulled_Object,Interacts,18916.0,677.0,878.0,732.0,983.0,39.0,704.5,930.5,719556.0,78.77182237323191
VIRAT_S_000000,12.0,Person,Open_Trunk,3372.0,488.0,541.0,554.0,669.0,0.0,0.0,0.0,370626.0,386.38064133701107
VIRAT_S_000000,5.0,Vehicle,Open_Trunk,3372.0,333.0,481.0,606.0,641.0,5.0,469.88700000000006,561.3634999999999,388446.0,166.20770138594662
VIRAT_S_000000,12.0,Person,Closing_Trunk,3560.0,530.0,541.0,597.0,669.0,0.0,0.0,0.0,399393.0,205.93445559206452
VIRAT_S_000000,5.0,Vehicle,Closing_Trunk,3560.0,330.0,480.0,604.0,640.0,5.0,467.765,560.892,386560.0,209.0956718825141
VIRAT_S_000000,28.0,Person,Loading,13048.0,1386.0,329.0,1453.0,388.0,0.0,0.0,0.0,563764.0,1066.7412994723697
VIRAT_S_000000,27.0,Vehicle,Loading,13048.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,65.92419889539804
VIRAT_S_000000,12.0,Person,Unloading,3463.0,525.0,524.0,605.0,658.0,0.0,0.0,0.0,398090.0,817.8630692236935
VIRAT_S_000000,5.0,Vehicle,Unloading,3463.0,332.0,481.0,605.0,641.0,5.0,468.8595,561.1355,387805.0,197.7321420508057
VIRAT_S_000000,15.0,Person,Unloading,3102.0,1341.0,397.0,1394.0,453.0,0.0,0.0,0.0,631482.0,1012.4904937825343
VIRAT_S_000000,14.0,Vehicle,Unloading,3102.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,100.64790112068906
VIRAT_S_000000,19.0,Person,Unloading,9970.0,997.0,597.0,1058.0,666.0,0.0,0.0,0.0,704628.0,297.75493278869453
VIRAT_S_000000,26.0,Vehicle,Unloading,9970.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,207.69207977195472
VIRAT_S_000000,32.0,Person,Unloading,18996.0,1304.0,488.0,1365.0,536.0,0.0,0.0,0.0,731640.0,509.76268988618614
VIRAT_S_000000,3.0,Vehicle,Unloading,18996.0,1214.0,504.0,1531.0,717.0,3.0,1373.1,610.6955,1097727.0,91.41115905621152
VIRAT_S_000000,12.0,Person,Transport_HeavyCarry,3550.0,528.0,538.0,594.0,666.0,0.0,0.0,0.0,395604.0,686.842048800159
VIRAT_S_000000,13.0,Prop,Transport_HeavyCarry,3550.0,528.0,556.0,564.0,601.0,13.0,546.7,579.0,338964.0,18.0
VIRAT_S_000000,12.0,Person,Transport_HeavyCarry,3550.0,528.0,538.0,594.0,666.0,0.0,0.0,0.0,395604.0,18.0
VIRAT_S_000000,13.0,Prop,Transport_HeavyCarry,3550.0,528.0,556.0,564.0,601.0,13.0,546.7,579.0,338964.0,18.0
VIRAT_S_000000,16.0,Person,Transport_HeavyCarry,5482.0,1.0,678.0,45.0,755.0,0.0,0.0,0.0,33975.0,540.9371497688063
VIRAT_S_000000,17.0,Prop,Transport_HeavyCarry,5482.0,2.0,670.0,28.0,710.0,0.0,0.0,0.0,19880.0,8.06225774829855
VIRAT_S_000000,20.0,Prop,Transport_HeavyCarry,10021.0,1013.0,608.0,1058.0,645.0,0.0,0.0,0.0,682410.0,1012.8993039784359
VIRAT_S_000000,19.0,Person,Transport_HeavyCarry,10021.0,1020.0,597.0,1072.0,655.0,0.0,0.0,0.0,702160.0,13.038404810405298
VIRAT_S_000000,21.0,Person,Transport_HeavyCarry,10046.0,1080.0,549.0,1178.0,677.0,0.0,0.0,0.0,797506.0,76.83749084919418
VIRAT_S_000000,20.0,Prop,Transport_HeavyCarry,10046.0,1070.0,599.0,1108.0,636.0,20.0,1089.86,618.214,704688.0,50.99019513592785
VIRAT_S_000000,32.0,Person,Transport_HeavyCarry,19160.0,1221.0,485.0,1282.0,562.0,0.0,0.0,0.0,720484.0,189.20095137181525
VIRAT_S_000000,33.0,Prop,Transport_HeavyCarry,19160.0,1213.0,509.0,1261.0,562.0,0.0,0.0,0.0,708682.0,25.298221281347036
VIRAT_S_000000,22.0,Push_Pulled_Object,Push,10234.0,1112.0,597.0,1169.0,693.0,22.0,1140.665,645.333,810117.0,133.9589489358587
VIRAT_S_000000,21.0,Person,Push,10234.0,1095.0,574.0,1202.0,705.0,0.0,0.0,0.0,847410.0,28.600699292150182
VIRAT_S_000000,29.0,Person,Push,18982.0,626.0,837.0,725.0,1008.0,0.0,0.0,0.0,730800.0,537.7080992508854
VIRAT_S_000000,39.0,Push_Pulled_Object,Push,18982.0,673.0,880.0,737.0,985.0,39.0,705.423,932.654,725945.0,63.702433234531945
VIRAT_S_000000,15.0,Person,Pull,3285.0,1282.0,378.0,1349.0,469.0,0.0,0.0,0.0,632681.0,789.2306380266798
VIRAT_S_000000,34.0,Push_Pulled_Object,Pull,3285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,22.0,Push_Pulled_Object,Pull,9519.0,0.0,717.0,41.0,789.0,0.0,0.0,0.0,32349.0,0.0
VIRAT_S_000000,21.0,Person,Pull,9519.0,20.0,646.0,96.0,786.0,0.0,0.0,0.0,75456.0,73.76313442364011
VIRAT_S_000000,39.0,Push_Pulled_Object,Pull,12777.0,0.0,806.0,34.0,876.0,0.0,0.0,0.0,29784.0,161.24515496597098
VIRAT_S_000000,29.0,Person,Pull,12777.0,9.0,722.0,98.0,880.0,29.0,54.124995,801.7855,86240.0,84.48076704197234
VIRAT_S_000000,29.0,Person,Pull,19359.0,1034.0,522.0,1109.0,677.0,0.0,0.0,0.0,750793.0,1044.3299287102711
VIRAT_S_000000,39.0,Push_Pulled_Object,Pull,19359.0,1075.0,571.0,1142.0,658.0,39.0,1108.85,614.9,751436.0,63.89053137985315
VIRAT_S_000000,5.0,Vehicle,Exiting,2033.0,349.0,486.0,620.0,644.0,5.0,484.9475,565.3425,399280.0,730.9589591762317
VIRAT_S_000000,9.0,Person,Exiting,2033.0,386.0,528.0,426.0,610.0,0.0,0.0,0.0,259860.0,55.97320787662612
VIRAT_S_000000,15.0,Person,Exiting,3008.0,1402.0,424.0,1456.0,480.0,0.0,0.0,0.0,698880.0,1021.3089640260679
VIRAT_S_000000,14.0,Vehicle,Exiting,3008.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,152.8397853963424
VIRAT_S_000000,18.0,Person,Exiting,9288.0,1475.0,367.0,1511.0,389.0,0.0,0.0,0.0,587779.0,236.54597861726586
VIRAT_S_000000,27.0,Vehicle,Exiting,9288.0,1338.0,362.0,1616.0,528.0,0.0,0.0,0.0,853248.0,137.09121051329294
VIRAT_S_000000,19.0,Person,Exiting,9461.0,944.0,637.0,1005.0,690.0,0.0,0.0,0.0,693450.0,480.4799683649673
VIRAT_S_000000,26.0,Vehicle,Exiting,9461.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,175.57049866079439
VIRAT_S_000000,32.0,Person,Exiting,18880.0,1363.0,504.0,1416.0,544.0,0.0,0.0,0.0,770304.0,567.2080746956975
VIRAT_S_000000,3.0,Vehicle,Exiting,18880.0,1215.0,504.0,1530.0,717.0,3.0,1373.05,610.6,1097010.0,148.0
VIRAT_S_000000,0.0,Person,Exiting,19921.0,770.0,512.0,810.0,562.0,0.0,0.0,0.0,455220.0,445.0719043031137
VIRAT_S_000000,4.0,Vehicle,Exiting,19921.0,610.0,472.0,869.0,642.0,0.0,0.0,0.0,557898.0,164.92422502470643
VIRAT_S_000000,9.0,Person,Entering,3844.0,386.0,528.0,434.0,605.0,0.0,0.0,0.0,262570.0,230.89391503458899
VIRAT_S_000000,5.0,Vehicle,Entering,3844.0,327.0,479.0,601.0,640.0,5.0,464.559,560.1795,384640.0,76.69419795525604
VIRAT_S_000000,14.0,Vehicle,Entering,6069.0,1242.0,434.0,1565.0,600.0,0.0,0.0,0.0,939000.0,916.1058890761482
VIRAT_S_000000,16.0,Person,Entering,6069.0,1396.0,401.0,1446.0,455.0,0.0,0.0,0.0,657930.0,157.4960316960399
VIRAT_S_000000,19.0,Person,Entering,10418.0,995.0,613.0,1067.0,740.0,19.0,1031.5,677.0,789580.0,453.5912256646947
VIRAT_S_000000,26.0,Vehicle,Entering,10418.0,799.0,536.0,1081.0,782.0,26.0,940.5194999999999,659.5535,845342.0,210.58252539087852
VIRAT_S_000000,28.0,Person,Entering,13172.0,1466.0,352.0,1522.0,397.0,0.0,0.0,0.0,604234.0,691.9140119986009
VIRAT_S_000000,27.0,Vehicle,Entering,13172.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,141.01418368376991
VIRAT_S_000000,32.0,Person,Entering,19577.0,1370.0,506.0,1424.0,549.0,0.0,0.0,0.0,781776.0,158.52129194527782
VIRAT_S_000000,3.0,Vehicle,Entering,19577.0,1211.0,505.0,1534.0,717.0,3.0,1373.335,611.175,1099878.0,159.00314462299164
VIRAT_S_000000,9.0,Person,Opening,1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,5.0,Vehicle,Opening,1971.0,350.0,486.0,620.0,644.0,5.0,485.64300000000003,565.5409999999999,399280.0,0.0
VIRAT_S_000000,15.0,Person,Opening,3067.0,1349.0,394.0,1402.0,450.0,0.0,0.0,0.0,630900.0,1003.2272922922302
VIRAT_S_000000,14.0,Vehicle,Opening,3067.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,109.16501271011697
VIRAT_S_000000,5.0,Vehicle,Opening,3623.0,330.0,480.0,603.0,640.0,5.0,467.0535,560.7345,385920.0,920.8691546577071
VIRAT_S_000000,9.0,Person,Opening,3623.0,386.0,528.0,450.0,648.0,0.0,0.0,0.0,291600.0,73.7563556583431
VIRAT_S_000000,16.0,Person,Opening,6037.0,1386.0,405.0,1450.0,464.0,0.0,0.0,0.0,672800.0,1007.53610357148
VIRAT_S_000000,14.0,Vehicle,Opening,6037.0,1242.0,434.0,1565.0,600.0,0.0,0.0,0.0,939000.0,146.8911161370898
VIRAT_S_000000,19.0,Person,Opening,9838.0,1040.0,576.0,1101.0,712.0,0.0,0.0,0.0,783912.0,246.9169900999119
VIRAT_S_000000,26.0,Vehicle,Opening,9838.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,245.507637355745
VIRAT_S_000000,19.0,Person,Opening,10389.0,987.0,614.0,1062.0,742.0,0.0,0.0,0.0,788004.0,203.54115063052976
VIRAT_S_000000,26.0,Vehicle,Opening,10389.0,799.0,537.0,1079.0,782.0,26.0,939.722,659.7570000000001,843778.0,203.15757431117353
VIRAT_S_000000,28.0,Person,Opening,12975.0,1442.0,338.0,1520.0,413.0,0.0,0.0,0.0,627760.0,673.0898899849856
VIRAT_S_000000,27.0,Vehicle,Opening,12975.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,118.0889495253472
VIRAT_S_000000,28.0,Person,Opening,13028.0,1408.0,332.0,1475.0,391.0,0.0,0.0,0.0,576725.0,85.86617494683223
VIRAT_S_000000,27.0,Vehicle,Opening,13028.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,85.86617494683223
VIRAT_S_000000,28.0,Person,Opening,13149.0,1448.0,338.0,1514.0,392.0,0.0,0.0,0.0,593488.0,124.03628501370073
VIRAT_S_000000,27.0,Vehicle,Opening,13149.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,124.03628501370073
VIRAT_S_000000,32.0,Person,Opening,18963.0,1301.0,480.0,1362.0,528.0,0.0,0.0,0.0,719136.0,128.2653499585917
VIRAT_S_000000,3.0,Vehicle,Opening,18963.0,1214.0,504.0,1531.0,717.0,3.0,1373.085,610.6685,1097727.0,90.24965373894794
VIRAT_S_000000,32.0,Person,Opening,19549.0,1354.0,496.0,1418.0,544.0,0.0,0.0,0.0,771392.0,140.22838514366484
VIRAT_S_000000,3.0,Vehicle,Opening,19549.0,1212.0,505.0,1534.0,717.0,3.0,1373.3249999999998,611.152,1099878.0,142.28492541376264
VIRAT_S_000000,19.0,Person,Opening,9414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIRAT_S_000000,26.0,Vehicle,Opening,9414.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,0.0
VIRAT_S_000000,9.0,Person,Closing,2087.0,389.0,530.0,442.0,637.0,0.0,0.0,0.0,281554.0,408.1482573771448
VIRAT_S_000000,5.0,Vehicle,Closing,2087.0,349.0,486.0,619.0,644.0,5.0,484.341,565.169,398636.0,59.464274989274024
VIRAT_S_000000,15.0,Person,Closing,3032.0,1403.0,406.0,1456.0,457.0,0.0,0.0,0.0,665392.0,1057.0316929969508
VIRAT_S_000000,14.0,Vehicle,Closing,3032.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,156.7322557739791
VIRAT_S_000000,14.0,Vehicle,Closing,3230.0,1250.0,440.0,1573.0,605.0,0.0,0.0,0.0,951665.0,0.0
VIRAT_S_000000,15.0,Person,Closing,3230.0,1333.0,370.0,1400.0,453.0,0.0,0.0,0.0,634200.0,108.57716150277645
VIRAT_S_000000,5.0,Vehicle,Closing,3895.0,326.0,479.0,601.0,640.0,5.0,463.98299999999995,560.052,384640.0,1012.8820266941259
VIRAT_S_000000,9.0,Person,Closing,3895.0,397.0,522.0,432.0,584.0,0.0,0.0,0.0,252288.0,83.00602387778854
VIRAT_S_000000,18.0,Person,Closing,9317.0,1461.0,336.0,1517.0,397.0,0.0,0.0,0.0,602249.0,1080.13517672558
VIRAT_S_000000,27.0,Vehicle,Closing,9317.0,1338.0,362.0,1616.0,528.0,0.0,0.0,0.0,853248.0,125.7179382586272
VIRAT_S_000000,26.0,Vehicle,Closing,9513.0,797.0,541.0,1061.0,784.0,0.0,0.0,0.0,831824.0,569.8438382574651
VIRAT_S_000000,19.0,Person,Closing,9513.0,984.0,610.0,1050.0,698.0,0.0,0.0,0.0,732900.0,199.32385707686876
VIRAT_S_000000,19.0,Person,Closing,10084.0,1061.0,585.0,1109.0,713.0,0.0,0.0,0.0,790717.0,80.95677859203639
VIRAT_S_000000,26.0,Vehicle,Closing,10084.0,797.0,540.0,1065.0,783.0,26.0,931.3365000000001,661.902,833895.0,267.8077668776617
VIRAT_S_000000,28.0,Person,Closing,13098.0,1402.0,336.0,1469.0,389.0,0.0,0.0,0.0,571441.0,638.4676969119112
VIRAT_S_000000,27.0,Vehicle,Closing,13098.0,1325.0,354.0,1626.0,533.0,0.0,0.0,0.0,866658.0,79.07591289387686
VIRAT_S_000000,32.0,Person,Closing,18886.0,1346.0,501.0,1408.0,541.0,0.0,0.0,0.0,761728.0,148.49242404917499
VIRAT_S_000000,3.0,Vehicle,Closing,18886.0,1215.0,504.0,1530.0,717.0,3.0,1373.05,610.605,1097010.0,131.03434664239754
VIRAT_S_000000,32.0,Person,Closing,19468.0,1304.0,485.0,1368.0,533.0,0.0,0.0,0.0,729144.0,91.00549433962765
VIRAT_S_000000,3.0,Vehicle,Closing,19468.0,1212.0,505.0,1534.0,717.0,3.0,1373.29,611.085,1099878.0,94.14881836751856
VIRAT_S_000000,0.0,Person,Closing,19946.0,770.0,482.0,824.0,562.0,0.0,0.0,0.0,463088.0,442.5980117442915
VIRAT_S_000000,4.0,Vehicle,Closing,19946.0,610.0,472.0,869.0,642.0,0.0,0.0,0.0,557898.0,160.31219541881399
VIRAT_S_000000,19.0,Person,Closing,10469.0,946.0,630.0,992.0,686.0,19.0,969.4000000000001,658.6,680512.0,371.29503093900945
VIRAT_S_000000,26.0,Vehicle,Closing,10469.0,800.0,536.0,1083.0,782.0,26.0,941.9224999999999,659.1945000000001,846906.0,173.64331256918592
VIRAT_S_000000,20.0,Prop,SetDown,10069.0,1088.0,597.0,1126.0,639.0,20.0,1107.86,618.0,719514.0,294.3891981714003
VIRAT_S_000000,21.0,Person,SetDown,10069.0,1080.0,554.0,1178.0,677.0,0.0,0.0,0.0,797506.0,43.73785545725808
VIRAT_S_000000,22.0,Push_Pulled_Object,SetDown,10069.0,1110.0,596.0,1160.0,692.0,22.0,1135.0,644.0,802720.0,51.61395160225576
VIRAT_S_000000,32.0,Person,SetDown,19236.0,1120.0,514.0,1186.0,637.0,0.0,0.0,0.0,755482.0,82.60750571225353
VIRAT_S_000000,33.0,Prop,SetDown,19236.0,1104.0,568.0,1152.0,621.0,0.0,0.0,0.0,715392.0,56.32051136131489
VIRAT_S_000000,39.0,Push_Pulled_Object,SetDown,19236.0,1073.0,569.0,1140.0,655.0,39.0,1106.64,612.7145,746700.0,31.016124838541646
VIRAT_S_000000,12.0,Person,activity_standing,3203.0,370.0,594.0,456.0,730.0,0.0,0.0,0.0,332880.0,703.4443830183023
VIRAT_S_000000,12.0,Person,activity_standing,3274.0,405.0,573.0,488.0,709.0,0.0,0.0,0.0,345992.0,40.8166632639171
VIRAT_S_000000,12.0,Person,activity_standing,3368.0,482.0,541.0,549.0,669.0,0.0,0.0,0.0,367281.0,83.38465086573187
VIRAT_S_000000,12.0,Person,activity_standing,3733.0,476.0,549.0,541.0,685.0,12.0,508.889,617.0,370585.0,10.0
VIRAT_S_000000,29.0,Person,activity_standing,13229.0,601.0,853.0,700.0,1038.0,0.0,0.0,0.0,726600.0,328.6959080974389
VIRAT_S_000000,29.0,Person,activity_standing,19236.0,1024.0,520.0,1098.0,672.0,0.0,0.0,0.0,737856.0,538.3474714345745
VIRAT_S_000000,11.0,Person,activity_standing,4868.0,134.0,692.0,218.0,859.0,11.0,176.5,776.0845,187262.0,906.4678703627613
VIRAT_S_000000,21.0,Person,activity_standing,9913.0,1101.0,533.0,1165.0,680.0,0.0,0.0,0.0,792200.0,979.9846937580198
VIRAT_S_000000,18.0,Person,activity_standing,9288.0,1475.0,367.0,1511.0,389.0,0.0,0.0,0.0,587779.0,409.18455493823325
VIRAT_S_000000,19.0,Person,activity_standing,9461.0,944.0,637.0,1005.0,690.0,0.0,0.0,0.0,693450.0,595.7021067614248
VIRAT_S_000000,19.0,Person,activity_standing,9652.0,1021.0,522.0,1062.0,597.0,0.0,0.0,0.0,634014.0,138.3979768638256
VIRAT_S_000000,19.0,Person,activity_standing,9883.0,1045.0,586.0,1106.0,722.0,0.0,0.0,0.0,798532.0,68.35202996254024
VIRAT_S_000000,19.0,Person,activity_standing,10209.0,1001.0,614.0,1059.0,742.0,0.0,0.0,0.0,785778.0,52.15361924162119
VIRAT_S_000000,9.0,Person,activity_standing,2030.0,389.0,528.0,426.0,610.0,0.0,0.0,0.0,259860.0,618.0129448482451
VIRAT_S_000000,9.0,Person,activity_standing,2970.0,439.0,559.0,503.0,679.0,0.0,0.0,0.0,341537.0,58.83026432033091
VIRAT_S_000000,9.0,Person,activity_standing,3406.0,448.0,557.0,512.0,680.0,0.0,0.0,0.0,348160.0,9.219544457292887
VIRAT_S_000000,9.0,Person,activity_standing,3626.0,386.0,528.0,450.0,648.0,0.0,0.0,0.0,291600.0,68.4470598345904
VIRAT_S_000000,9.0,Person,activity_standing,3727.0,405.0,536.0,461.0,637.0,0.0,0.0,0.0,293657.0,20.615528128088304
