video,frame,subject_type
VIRAT_S_040101_05_000722_001547,2611.0,Person
VIRAT_S_040101_05_000722_001547,7342.0,Person
VIRAT_S_040101_05_000722_001547,7326.0,Person
VIRAT_S_040101_05_000722_001547,18253.0,Person
VIRAT_S_040101_05_000722_001547,17747.0,Person
VIRAT_S_040101_05_000722_001547,8190.0,Vehicle
VIRAT_S_040101_05_000722_001547,17939.0,Vehicle
VIRAT_S_040101_05_000722_001547,7069.0,Vehicle
VIRAT_S_040101_05_000722_001547,18785.0,Vehicle
VIRAT_S_040101_05_000722_001547,874.0,Vehicle
VIRAT_S_040101_05_000722_001547,18837.0,Vehicle
VIRAT_S_040101_05_000722_001547,20645.0,Vehicle
VIRAT_S_040101_05_000722_001547,222.0,Vehicle
VIRAT_S_040101_05_000722_001547,3030.0,Vehicle
VIRAT_S_040101_05_000722_001547,874.0,Vehicle
VIRAT_S_040101_05_000722_001547,8190.0,Vehicle
VIRAT_S_040101_05_000722_001547,9626.0,Vehicle
VIRAT_S_040101_05_000722_001547,24406.0,Vehicle
VIRAT_S_040101_05_000722_001547,18785.0,Vehicle
VIRAT_S_040101_05_000722_001547,21071.0,Vehicle
VIRAT_S_040101_05_000722_001547,7077.0,Vehicle
VIRAT_S_040101_05_000722_001547,5153.0,Vehicle
VIRAT_S_040101_05_000722_001547,11895.0,Vehicle
VIRAT_S_040101_05_000722_001547,15858.0,Vehicle
VIRAT_S_040101_06_001557_001590,176.0,Vehicle
VIRAT_S_040102_04_000596_000689,702.0,Person
VIRAT_S_040102_06_000849_000908,1140.0,Person
VIRAT_S_040103_00_000000_000120,1898.0,Vehicle
VIRAT_S_040103_00_000000_000120,3237.0,Vehicle
VIRAT_S_040103_02_000199_000279,1019.0,Vehicle
VIRAT_S_040103_03_000284_000425,3467.0,Person
VIRAT_S_040103_03_000284_000425,3234.0,Prop
VIRAT_S_040103_03_000284_000425,3424.0,Push_Pulled_Object
VIRAT_S_040103_03_000284_000425,1824.0,Person
VIRAT_S_040103_03_000284_000425,3472.0,Person
VIRAT_S_040103_06_000836_000909,21.0,Person
VIRAT_S_050000_06_000908_000970,510.0,Bike
VIRAT_S_050000_06_000908_000970,510.0,Person
VIRAT_S_050000_06_000908_000970,1503.0,Vehicle
VIRAT_S_050000_08_001235_001295,591.0,Person
VIRAT_S_050000_08_001235_001295,0.0,Vehicle
VIRAT_S_050000_08_001235_001295,1325.0,Vehicle
VIRAT_S_050000_08_001235_001295,1693.0,Person
VIRAT_S_050000_11_001530_001576,152.0,Vehicle
VIRAT_S_050000_11_001530_001576,96.0,Vehicle
VIRAT_S_050000_11_001530_001576,1348.0,Vehicle
VIRAT_S_050000_11_001530_001576,1251.0,Vehicle
VIRAT_S_050000_11_001530_001576,760.0,Bike
VIRAT_S_050000_11_001530_001576,977.0,Vehicle
VIRAT_S_050000_11_001530_001576,510.0,Vehicle
VIRAT_S_050000_11_001530_001576,186.0,Vehicle
VIRAT_S_050000_11_001530_001576,1162.0,Person
