video,frame,subject_type
VIRAT_S_040101_05_000722_001547,17630.0,Person
VIRAT_S_040101_05_000722_001547,18062.0,Door
VIRAT_S_040101_05_000722_001547,7518.0,Vehicle
VIRAT_S_040101_05_000722_001547,17601.0,Person
VIRAT_S_040101_05_000722_001547,19763.0,Prop
VIRAT_S_040101_05_000722_001547,17888.0,Person
VIRAT_S_040101_05_000722_001547,23669.0,Person
VIRAT_S_040101_05_000722_001547,11991.0,Person
VIRAT_S_040101_05_000722_001547,12281.0,Person
VIRAT_S_040101_05_000722_001547,17627.0,Person
VIRAT_S_040101_05_000722_001547,7342.0,Person
VIRAT_S_040101_05_000722_001547,18253.0,Person
VIRAT_S_040101_05_000722_001547,8190.0,Vehicle
VIRAT_S_040101_05_000722_001547,17939.0,Vehicle
VIRAT_S_040101_05_000722_001547,7069.0,Vehicle
VIRAT_S_040101_05_000722_001547,7585.0,Vehicle
VIRAT_S_040101_05_000722_001547,18785.0,Vehicle
VIRAT_S_040101_05_000722_001547,8274.0,Vehicle
VIRAT_S_040101_05_000722_001547,18837.0,Vehicle
VIRAT_S_040101_05_000722_001547,222.0,Vehicle
VIRAT_S_040101_05_000722_001547,17930.0,Vehicle
VIRAT_S_040101_05_000722_001547,1104.0,Vehicle
VIRAT_S_040101_05_000722_001547,8190.0,Vehicle
VIRAT_S_040101_05_000722_001547,18785.0,Vehicle
VIRAT_S_040101_05_000722_001547,7077.0,Vehicle
VIRAT_S_040101_05_000722_001547,5153.0,Vehicle
VIRAT_S_040101_05_000722_001547,6097.0,Vehicle
VIRAT_S_040101_05_000722_001547,7140.0,Vehicle
VIRAT_S_040101_05_000722_001547,11895.0,Vehicle
VIRAT_S_040101_06_001557_001590,176.0,Vehicle
VIRAT_S_040101_06_001557_001590,243.0,Vehicle
VIRAT_S_040102_06_000849_000908,966.0,Person
VIRAT_S_040103_00_000000_000120,304.0,Person
VIRAT_S_040103_00_000000_000120,1898.0,Vehicle
VIRAT_S_040103_03_000284_000425,3424.0,Push_Pulled_Object
VIRAT_S_040103_03_000284_000425,3611.0,Person
VIRAT_S_040103_03_000284_000425,212.0,Vehicle
VIRAT_S_040103_03_000284_000425,3472.0,Person
VIRAT_S_040103_06_000836_000909,145.0,Vehicle
VIRAT_S_040103_06_000836_000909,135.0,Person
VIRAT_S_040103_06_000836_000909,21.0,Person
VIRAT_S_040104_07_001268_001348,311.0,Person
VIRAT_S_050000_06_000908_000970,1503.0,Vehicle
VIRAT_S_050000_08_001235_001295,0.0,Person
VIRAT_S_050000_08_001235_001295,0.0,Vehicle
VIRAT_S_050000_08_001235_001295,1492.0,Person
VIRAT_S_050000_08_001235_001295,1693.0,Person
VIRAT_S_050000_09_001310_001373,1789.0,Person
VIRAT_S_050000_09_001310_001373,0.0,Person
VIRAT_S_050000_11_001530_001576,760.0,Bike
VIRAT_S_050000_11_001530_001576,152.0,Vehicle
VIRAT_S_050000_11_001530_001576,96.0,Vehicle
VIRAT_S_050000_11_001530_001576,861.0,Vehicle
VIRAT_S_050000_11_001530_001576,1074.0,Vehicle
VIRAT_S_050000_11_001530_001576,1251.0,Vehicle
VIRAT_S_050000_11_001530_001576,760.0,Bike
VIRAT_S_050000_11_001530_001576,1147.0,Person
VIRAT_S_050000_11_001530_001576,598.0,Person
VIRAT_S_050000_11_001530_001576,134.0,Vehicle
VIRAT_S_050000_11_001530_001576,1162.0,Person
VIRAT_S_050000_11_001530_001576,571.0,Person
