video,obj_id,frame,x1,y1,x2,y2
VIRAT_S_000200_01_000226_000268,4,210,696,626,862,720
VIRAT_S_000200_01_000226_000268,4,215,686,638,842,720
VIRAT_S_000200_01_000226_000268,4,220,682,650,826,720
VIRAT_S_000200_01_000226_000268,5,360,1132,428,1216,496
VIRAT_S_000200_01_000226_000268,5,365,1128,432,1216,500
VIRAT_S_000200_01_000226_000268,5,370,1120,434,1214,504
VIRAT_S_000200_01_000226_000268,5,375,1114,440,1212,508
VIRAT_S_000200_01_000226_000268,5,380,1106,442,1200,510
VIRAT_S_000200_01_000226_000268,5,385,1114,446,1194,512
VIRAT_S_000200_01_000226_000268,5,390,1108,448,1190,512
VIRAT_S_000200_01_000226_000268,5,395,1108,454,1182,520
VIRAT_S_000200_01_000226_000268,5,400,1098,456,1174,520
VIRAT_S_000200_01_000226_000268,5,405,1090,460,1168,524
VIRAT_S_000200_01_000226_000268,5,410,1088,464,1160,536
VIRAT_S_000200_01_000226_000268,5,415,1076,468,1154,542
VIRAT_S_000200_01_000226_000268,5,420,1042,470,1152,548
VIRAT_S_000200_01_000226_000268,5,425,1056,476,1144,554
VIRAT_S_000200_01_000226_000268,5,430,1024,480,1140,560
VIRAT_S_000200_01_000226_000268,5,435,1034,484,1130,570
VIRAT_S_000200_01_000226_000268,5,440,1030,486,1124,574
VIRAT_S_000200_01_000226_000268,5,445,1024,490,1114,578
VIRAT_S_000200_01_000226_000268,5,450,1014,496,1110,586
VIRAT_S_000200_01_000226_000268,5,455,1010,502,1102,594
VIRAT_S_000200_01_000226_000268,5,460,1000,506,1096,602
VIRAT_S_000200_01_000226_000268,5,465,992,512,1096,604
VIRAT_S_000200_01_000226_000268,5,470,980,516,1086,614
VIRAT_S_000200_01_000226_000268,5,475,972,520,1076,620
VIRAT_S_000200_01_000226_000268,5,480,962,524,1072,624
VIRAT_S_000200_01_000226_000268,5,485,948,530,1064,634
VIRAT_S_000200_01_000226_000268,5,490,938,536,1054,640
VIRAT_S_000200_01_000226_000268,5,495,928,540,1048,644
VIRAT_S_000200_01_000226_000268,5,500,890,546,1032,652
VIRAT_S_000200_01_000226_000268,5,505,882,550,1020,654
VIRAT_S_000200_01_000226_000268,5,510,872,554,1004,656
VIRAT_S_000200_01_000226_000268,5,515,854,560,994,662
VIRAT_S_000200_01_000226_000268,5,520,842,566,984,676
VIRAT_S_000200_01_000226_000268,5,525,832,568,974,680
VIRAT_S_000200_01_000226_000268,5,530,824,572,964,694
VIRAT_S_000200_01_000226_000268,5,535,806,580,956,698
VIRAT_S_000200_01_000226_000268,5,540,816,584,944,700
VIRAT_S_000200_01_000226_000268,5,545,808,590,932,698
VIRAT_S_000200_01_000226_000268,5,550,804,594,920,694
VIRAT_S_000200_01_000226_000268,5,555,784,600,910,708
VIRAT_S_000200_01_000226_000268,5,560,746,604,900,714
VIRAT_S_000200_01_000226_000268,5,565,730,608,890,720
VIRAT_S_000200_01_000226_000268,5,570,714,608,862,720
VIRAT_S_000200_01_000226_000268,5,575,688,614,848,720
VIRAT_S_000200_01_000226_000268,5,580,662,614,820,720
VIRAT_S_000200_01_000226_000268,5,585,634,622,796,720
VIRAT_S_000200_01_000226_000268,5,590,604,628,770,720
VIRAT_S_000200_01_000226_000268,5,595,572,628,748,720
VIRAT_S_000200_01_000226_000268,5,600,544,630,712,720
VIRAT_S_000200_01_000226_000268,5,605,508,626,680,720
VIRAT_S_000200_01_000226_000268,5,610,466,622,658,720
VIRAT_S_000200_01_000226_000268,5,615,422,622,606,720
VIRAT_S_000200_01_000226_000268,5,620,390,612,570,720
VIRAT_S_000200_01_000226_000268,5,625,354,610,552,720
VIRAT_S_000200_01_000226_000268,5,630,312,608,518,720
VIRAT_S_000200_01_000226_000268,6,635,272,606,452,720
VIRAT_S_000200_01_000226_000268,6,640,240,600,414,720
VIRAT_S_000200_01_000226_000268,6,645,208,592,382,718
VIRAT_S_000200_01_000226_000268,6,650,182,584,354,710
VIRAT_S_000200_01_000226_000268,6,655,156,576,320,704
VIRAT_S_000200_01_000226_000268,6,660,128,562,288,690
VIRAT_S_000200_01_000226_000268,6,665,124,558,244,668
VIRAT_S_000200_01_000226_000268,6,670,100,550,208,660
VIRAT_S_000200_01_000226_000268,7,655,1150,434,1216,490
VIRAT_S_000200_01_000226_000268,7,660,1130,438,1222,496
VIRAT_S_000200_01_000226_000268,7,665,1112,444,1214,506
VIRAT_S_000200_01_000226_000268,7,670,1112,450,1198,512
VIRAT_S_000200_01_000226_000268,7,675,1108,456,1186,516
VIRAT_S_000200_01_000226_000268,7,680,1098,462,1180,520
VIRAT_S_000200_01_000226_000268,7,685,1086,468,1170,536
VIRAT_S_000200_01_000226_000268,7,690,1074,474,1156,546
VIRAT_S_000200_01_000226_000268,7,695,1058,482,1150,556
VIRAT_S_000200_01_000226_000268,7,700,1044,488,1142,564
VIRAT_S_000200_01_000226_000268,7,705,1032,494,1136,574
VIRAT_S_000200_01_000226_000268,7,710,1022,500,1132,582
VIRAT_S_000200_01_000226_000268,7,715,1008,506,1118,590
VIRAT_S_000200_01_000226_000268,7,720,996,512,1102,598
VIRAT_S_000200_01_000226_000268,7,725,964,518,1096,608
VIRAT_S_000200_01_000226_000268,7,730,952,524,1084,618
VIRAT_S_000200_01_000226_000268,7,735,934,530,1070,624
VIRAT_S_000200_01_000226_000268,7,740,926,536,1066,632
VIRAT_S_000200_01_000226_000268,7,745,914,540,1056,640
VIRAT_S_000200_01_000226_000268,7,750,898,546,1046,642
VIRAT_S_000200_01_000226_000268,7,755,886,552,1038,652
VIRAT_S_000200_01_000226_000268,7,760,876,554,1028,656
VIRAT_S_000200_01_000226_000268,7,765,868,560,1018,658
VIRAT_S_000200_01_000226_000268,7,770,856,564,1014,664
VIRAT_S_000200_01_000226_000268,7,775,850,568,1006,674
VIRAT_S_000200_01_000226_000268,7,780,846,572,996,680
VIRAT_S_000200_01_000226_000268,7,785,834,574,994,684
VIRAT_S_000200_01_000226_000268,7,790,832,576,990,690
VIRAT_S_000200_01_000226_000268,7,795,824,580,988,692
VIRAT_S_000200_01_000226_000268,7,800,818,582,980,696
VIRAT_S_000200_01_000226_000268,7,805,812,584,976,698
VIRAT_S_000200_01_000226_000268,7,810,814,590,972,698
VIRAT_S_000200_01_000226_000268,7,815,816,590,964,698
VIRAT_S_000200_01_000226_000268,7,820,816,594,960,698
VIRAT_S_000200_01_000226_000268,7,825,808,596,956,702
VIRAT_S_000200_01_000226_000268,7,830,812,600,950,706
VIRAT_S_000200_01_000226_000268,7,835,800,604,948,712
VIRAT_S_000200_01_000226_000268,7,840,784,610,938,718
VIRAT_S_000200_01_000226_000268,7,845,766,614,922,720
VIRAT_S_000200_01_000226_000268,7,850,744,620,912,720
VIRAT_S_000200_01_000226_000268,7,855,728,622,898,720
VIRAT_S_000200_01_000226_000268,7,860,706,628,886,720
VIRAT_S_000200_01_000226_000268,7,865,682,630,868,720
VIRAT_S_000200_01_000226_000268,7,870,656,632,860,720
VIRAT_S_000200_01_000226_000268,7,875,622,640,830,720
VIRAT_S_000200_01_000226_000268,7,880,592,644,808,720
VIRAT_S_000200_01_000226_000268,7,885,556,644,788,720
VIRAT_S_000200_01_000226_000268,7,890,516,644,746,720
VIRAT_S_000200_01_000226_000268,7,895,478,644,718,720
VIRAT_S_000200_01_000226_000268,8,900,404,640,648,720
VIRAT_S_000200_01_000226_000268,8,905,366,640,606,720
VIRAT_S_000200_01_000226_000268,8,910,328,638,574,720
VIRAT_S_000200_01_000226_000268,8,915,290,630,538,720
VIRAT_S_000200_01_000226_000268,9,920,194,618,428,720
VIRAT_S_000200_01_000226_000268,9,925,174,608,394,720
VIRAT_S_000200_01_000226_000268,9,930,144,592,346,716
VIRAT_S_000200_01_000226_000268,9,935,126,592,306,708
VIRAT_S_000200_01_000226_000268,9,940,120,584,272,692
VIRAT_S_000200_01_000226_000268,9,945,98,576,216,666
VIRAT_S_000200_06_001693_001824,0,0,0,0,1280,720
VIRAT_S_000200_06_001693_001824,1,5,518,458,656,528
VIRAT_S_000200_06_001693_001824,1,10,532,458,666,520
VIRAT_S_000200_06_001693_001824,1,20,546,456,680,512
VIRAT_S_000200_06_001693_001824,2,55,600,456,750,510
VIRAT_S_000200_06_001693_001824,2,75,642,454,782,520
VIRAT_S_000200_06_001693_001824,2,80,650,456,792,522
VIRAT_S_000200_06_001693_001824,2,100,670,458,816,526
VIRAT_S_000200_06_001693_001824,3,395,802,682,928,720
VIRAT_S_000200_06_001693_001824,3,400,808,672,956,720
VIRAT_S_000200_06_001693_001824,3,405,824,662,968,720
VIRAT_S_000200_06_001693_001824,3,410,832,652,984,720
VIRAT_S_000200_06_001693_001824,3,415,844,642,996,720
VIRAT_S_000200_06_001693_001824,3,420,838,632,1010,720
VIRAT_S_000200_06_001693_001824,3,425,838,622,1044,720
VIRAT_S_000200_06_001693_001824,3,430,834,610,1068,720
VIRAT_S_000200_06_001693_001824,3,435,846,602,1082,720
VIRAT_S_000200_06_001693_001824,3,440,872,592,1098,720
VIRAT_S_000200_06_001693_001824,3,445,904,584,1116,720
VIRAT_S_000200_06_001693_001824,3,450,906,574,1120,720
VIRAT_S_000200_06_001693_001824,3,455,946,564,1134,716
VIRAT_S_000200_06_001693_001824,3,460,960,556,1140,714
VIRAT_S_000200_06_001693_001824,3,465,980,548,1144,708
VIRAT_S_000200_06_001693_001824,3,470,994,540,1144,702
VIRAT_S_000200_06_001693_001824,3,475,1010,532,1146,694
VIRAT_S_000200_06_001693_001824,3,480,1026,526,1152,682
VIRAT_S_000200_06_001693_001824,3,485,1038,518,1164,674
VIRAT_S_000200_06_001693_001824,3,490,1054,514,1236,654
VIRAT_S_000200_06_001693_001824,3,495,1072,516,1236,648
VIRAT_S_000200_06_001693_001824,3,500,1080,498,1274,632
VIRAT_S_000200_06_001693_001824,3,505,1092,492,1276,622
VIRAT_S_000200_06_001693_001824,3,510,1104,526,1278,616
VIRAT_S_000200_06_001693_001824,3,515,1112,522,1280,610
VIRAT_S_000200_06_001693_001824,3,520,1140,472,1278,594
VIRAT_S_000200_06_001693_001824,3,525,1128,468,1280,588
VIRAT_S_000200_06_001693_001824,3,530,1138,464,1280,588
VIRAT_S_000200_06_001693_001824,3,535,1156,458,1280,588
VIRAT_S_000200_06_001693_001824,3,540,1162,454,1280,586
VIRAT_S_000200_06_001693_001824,3,545,1174,452,1256,556
VIRAT_S_000200_06_001693_001824,3,550,1178,448,1260,544
VIRAT_S_000200_06_001693_001824,3,555,1182,450,1258,540
VIRAT_S_000200_06_001693_001824,4,410,1106,0,1280,42
VIRAT_S_000200_06_001693_001824,5,410,350,0,560,40
VIRAT_S_000200_06_001693_001824,5,420,262,0,692,64
VIRAT_S_000200_06_001693_001824,5,425,236,0,762,66
VIRAT_S_000200_06_001693_001824,5,430,250,0,776,64
VIRAT_S_000200_06_001693_001824,5,435,232,0,798,66
VIRAT_S_000200_06_001693_001824,5,440,236,0,800,68
VIRAT_S_000200_06_001693_001824,5,445,236,0,800,64
VIRAT_S_000200_06_001693_001824,5,450,226,0,768,64
VIRAT_S_000200_06_001693_001824,5,455,230,0,778,64
VIRAT_S_000200_06_001693_001824,5,460,230,0,778,64
VIRAT_S_000200_06_001693_001824,5,465,248,0,760,80
VIRAT_S_000200_06_001693_001824,5,470,230,0,770,64
VIRAT_S_000200_06_001693_001824,5,480,258,0,732,60
VIRAT_S_000200_06_001693_001824,6,415,1006,0,1280,44
VIRAT_S_000200_06_001693_001824,6,420,1006,0,1280,44
VIRAT_S_000200_06_001693_001824,6,425,1006,0,1280,44
VIRAT_S_000200_06_001693_001824,6,430,1006,0,1280,44
VIRAT_S_000200_06_001693_001824,6,435,948,0,1280,44
VIRAT_S_000200_06_001693_001824,6,440,948,0,1280,44
VIRAT_S_000200_06_001693_001824,6,445,1006,0,1280,44
VIRAT_S_000200_06_001693_001824,6,450,940,0,1280,44
VIRAT_S_000200_06_001693_001824,6,455,940,0,1280,44
VIRAT_S_000200_06_001693_001824,6,460,944,0,1280,44
VIRAT_S_000200_06_001693_001824,6,465,940,0,1280,44
VIRAT_S_000200_06_001693_001824,6,470,940,0,1280,44
VIRAT_S_000200_06_001693_001824,6,475,940,0,1280,44
VIRAT_S_000200_06_001693_001824,6,480,1012,0,1280,44
VIRAT_S_000200_06_001693_001824,7,415,354,0,728,56
VIRAT_S_000200_06_001693_001824,7,475,248,0,800,64
VIRAT_S_000200_06_001693_001824,8,420,826,66,1100,102
VIRAT_S_000200_06_001693_001824,9,420,846,42,1126,74
VIRAT_S_000200_06_001693_001824,9,425,822,42,1188,102
VIRAT_S_000200_06_001693_001824,9,430,818,36,1190,116
VIRAT_S_000200_06_001693_001824,9,435,812,38,1190,102
VIRAT_S_000200_06_001693_001824,9,440,814,36,1252,116
VIRAT_S_000200_06_001693_001824,9,445,812,36,1264,116
VIRAT_S_000200_06_001693_001824,9,450,846,36,1280,116
VIRAT_S_000200_06_001693_001824,9,455,846,36,1280,116
VIRAT_S_000200_06_001693_001824,9,460,812,36,1262,116
VIRAT_S_000200_06_001693_001824,9,465,814,36,1266,102
VIRAT_S_000200_06_001693_001824,9,470,798,34,1254,116
VIRAT_S_000200_06_001693_001824,9,475,814,36,1268,116
VIRAT_S_000200_06_001693_001824,10,480,1052,42,1256,74
VIRAT_S_000200_06_001693_001824,11,775,434,690,568,720
VIRAT_S_000200_06_001693_001824,11,780,406,678,560,720
VIRAT_S_000200_06_001693_001824,11,785,362,666,554,720
VIRAT_S_000200_06_001693_001824,11,790,350,662,538,720
VIRAT_S_000200_06_001693_001824,11,795,328,654,520,720
VIRAT_S_000200_06_001693_001824,11,800,314,650,508,720
VIRAT_S_000200_06_001693_001824,11,805,292,632,500,720
VIRAT_S_000200_06_001693_001824,12,785,110,618,218,720
VIRAT_S_000200_06_001693_001824,12,790,78,584,242,720
VIRAT_S_000200_06_001693_001824,12,795,78,586,256,720
VIRAT_S_000200_06_001693_001824,12,800,80,592,274,720
VIRAT_S_000200_06_001693_001824,12,805,88,598,296,720
VIRAT_S_000200_06_001693_001824,13,795,1112,0,1280,42
VIRAT_S_000200_06_001693_001824,13,800,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,805,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,810,1014,0,1280,42
VIRAT_S_000200_06_001693_001824,13,815,1014,0,1280,42
VIRAT_S_000200_06_001693_001824,13,820,1014,0,1280,42
VIRAT_S_000200_06_001693_001824,13,825,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,830,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,835,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,840,1014,0,1280,42
VIRAT_S_000200_06_001693_001824,13,845,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,850,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,855,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,860,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,865,1012,0,1280,42
VIRAT_S_000200_06_001693_001824,13,870,1038,0,1280,42
VIRAT_S_000200_06_001693_001824,13,875,1102,0,1270,42
VIRAT_S_000200_06_001693_001824,14,795,352,0,560,40
VIRAT_S_000200_06_001693_001824,14,810,326,0,608,38
VIRAT_S_000200_06_001693_001824,14,855,324,0,652,48
VIRAT_S_000200_06_001693_001824,14,865,272,0,708,58
VIRAT_S_000200_06_001693_001824,14,875,292,0,708,40
VIRAT_S_000200_06_001693_001824,15,800,1040,42,1248,80
VIRAT_S_000200_06_001693_001824,15,880,1012,0,1262,42
VIRAT_S_000200_06_001693_001824,16,800,876,42,1058,98
VIRAT_S_000200_06_001693_001824,16,835,926,42,1074,98
VIRAT_S_000200_06_001693_001824,16,850,862,44,1180,116
VIRAT_S_000200_06_001693_001824,17,800,294,0,734,58
VIRAT_S_000200_06_001693_001824,17,805,308,0,694,64
VIRAT_S_000200_06_001693_001824,17,815,352,0,626,40
VIRAT_S_000200_06_001693_001824,17,820,352,0,630,52
VIRAT_S_000200_06_001693_001824,17,825,350,0,626,52
VIRAT_S_000200_06_001693_001824,17,830,352,0,626,54
VIRAT_S_000200_06_001693_001824,17,835,352,0,626,42
VIRAT_S_000200_06_001693_001824,17,840,324,0,714,40
VIRAT_S_000200_06_001693_001824,17,850,248,0,800,64
VIRAT_S_000200_06_001693_001824,17,870,358,0,708,64
VIRAT_S_000200_06_001693_001824,17,880,418,0,708,50
VIRAT_S_000200_06_001693_001824,18,805,888,42,1182,116
VIRAT_S_000200_06_001693_001824,18,810,926,66,1098,100
VIRAT_S_000200_06_001693_001824,18,815,926,66,1080,98
VIRAT_S_000200_06_001693_001824,18,820,926,66,1100,100
VIRAT_S_000200_06_001693_001824,18,825,926,66,1078,98
VIRAT_S_000200_06_001693_001824,18,830,882,66,1182,116
VIRAT_S_000200_06_001693_001824,18,840,926,44,1182,116
VIRAT_S_000200_06_001693_001824,18,845,926,44,1182,116
VIRAT_S_000200_06_001693_001824,18,855,920,44,1182,116
VIRAT_S_000200_06_001693_001824,18,860,926,42,1184,114
VIRAT_S_000200_06_001693_001824,18,865,926,42,1182,116
VIRAT_S_000200_06_001693_001824,18,870,928,42,1176,114
VIRAT_S_000200_06_001693_001824,18,875,928,42,1186,114
VIRAT_S_000200_06_001693_001824,19,810,90,598,482,720
VIRAT_S_000200_06_001693_001824,19,815,104,604,460,720
VIRAT_S_000200_06_001693_001824,19,820,108,610,444,720
VIRAT_S_000200_06_001693_001824,19,825,124,606,432,720
VIRAT_S_000200_06_001693_001824,19,830,120,596,420,720
VIRAT_S_000200_06_001693_001824,19,835,120,592,402,720
VIRAT_S_000200_06_001693_001824,19,840,138,584,390,720
VIRAT_S_000200_06_001693_001824,19,845,138,578,380,720
VIRAT_S_000200_06_001693_001824,19,850,170,576,386,720
VIRAT_S_000200_06_001693_001824,19,855,174,570,390,720
VIRAT_S_000200_06_001693_001824,19,860,174,564,394,720
VIRAT_S_000200_06_001693_001824,19,865,176,558,396,720
VIRAT_S_000200_06_001693_001824,19,870,190,638,398,720
VIRAT_S_000200_06_001693_001824,19,875,200,638,408,720
VIRAT_S_000200_06_001693_001824,19,880,212,640,416,720
VIRAT_S_000200_06_001693_001824,19,885,222,638,426,720
VIRAT_S_000200_06_001693_001824,19,890,234,650,426,720
VIRAT_S_000200_06_001693_001824,19,895,246,652,428,720
VIRAT_S_000200_06_001693_001824,19,900,256,658,436,720
VIRAT_S_000200_06_001693_001824,19,905,272,668,438,720
VIRAT_S_000200_06_001693_001824,19,910,282,672,432,720
VIRAT_S_000200_06_001693_001824,19,915,294,680,428,720
VIRAT_S_000200_06_001693_001824,19,920,308,684,432,720
VIRAT_S_000200_06_001693_001824,20,845,242,0,574,40
VIRAT_S_000200_06_001693_001824,20,860,260,0,626,64
VIRAT_S_000200_06_001693_001824,21,870,232,550,380,646
VIRAT_S_000200_06_001693_001824,21,875,242,544,380,642
VIRAT_S_000200_06_001693_001824,21,880,244,528,390,634
VIRAT_S_000200_06_001693_001824,21,885,250,528,402,632
VIRAT_S_000200_06_001693_001824,21,890,256,526,418,626
VIRAT_S_000200_06_001693_001824,21,895,270,518,426,624
VIRAT_S_000200_06_001693_001824,21,900,274,518,440,618
VIRAT_S_000200_06_001693_001824,21,905,292,510,450,602
VIRAT_S_000200_06_001693_001824,21,910,304,510,456,598
VIRAT_S_000200_06_001693_001824,21,915,318,504,468,590
VIRAT_S_000200_06_001693_001824,21,920,326,504,476,584
VIRAT_S_000200_06_001693_001824,21,925,338,504,494,578
VIRAT_S_000200_06_001693_001824,21,930,352,498,496,576
VIRAT_S_000200_06_001693_001824,21,935,362,496,518,570
VIRAT_S_000200_06_001693_001824,21,940,378,492,526,566
VIRAT_S_000200_06_001693_001824,21,945,392,490,536,560
VIRAT_S_000200_06_001693_001824,21,950,398,488,542,558
VIRAT_S_000200_06_001693_001824,21,955,416,484,552,550
VIRAT_S_000200_06_001693_001824,21,960,428,480,558,548
VIRAT_S_000200_06_001693_001824,21,965,440,474,572,546
VIRAT_S_000200_06_001693_001824,21,970,450,470,578,544
VIRAT_S_000200_06_001693_001824,21,975,452,470,592,544
VIRAT_S_000200_06_001693_001824,21,980,462,468,602,542
VIRAT_S_000200_06_001693_001824,21,985,502,466,606,536
VIRAT_S_000200_06_001693_001824,21,990,502,466,636,540
VIRAT_S_000200_06_001693_001824,21,995,516,464,630,540
VIRAT_S_000200_06_001693_001824,21,1000,532,464,636,528
VIRAT_S_000200_06_001693_001824,21,1005,540,460,644,540
VIRAT_S_000200_06_001693_001824,21,1010,550,460,652,538
VIRAT_S_000200_06_001693_001824,21,1015,554,456,656,540
VIRAT_S_000200_06_001693_001824,21,1020,556,454,666,522
VIRAT_S_000200_06_001693_001824,21,1025,536,452,670,534
VIRAT_S_000200_06_001693_001824,21,1030,560,448,672,510
VIRAT_S_000200_06_001693_001824,21,1035,562,448,676,508
VIRAT_S_000200_06_001693_001824,21,1040,566,446,680,506
VIRAT_S_000200_06_001693_001824,21,1045,576,444,678,502
VIRAT_S_000200_06_001693_001824,21,1050,578,442,688,498
VIRAT_S_000200_06_001693_001824,21,1055,582,442,682,498
VIRAT_S_000200_06_001693_001824,21,1060,584,436,682,496
VIRAT_S_000200_06_001693_001824,21,1065,588,432,682,494
VIRAT_S_000200_06_001693_001824,21,1070,586,432,682,492
VIRAT_S_000200_06_001693_001824,21,1075,586,432,680,490
VIRAT_S_000200_06_001693_001824,21,1080,582,430,676,486
VIRAT_S_000200_06_001693_001824,21,1085,574,424,672,484
VIRAT_S_000200_06_001693_001824,21,1090,570,424,670,480
VIRAT_S_000200_06_001693_001824,21,1095,562,422,666,478
VIRAT_S_000200_06_001693_001824,21,1100,558,418,654,476
VIRAT_S_000200_06_001693_001824,21,1105,546,416,648,470
VIRAT_S_000200_06_001693_001824,21,1110,538,412,646,470
VIRAT_S_000200_06_001693_001824,21,1115,524,410,638,464
VIRAT_S_000200_06_001693_001824,21,1120,516,408,626,460
VIRAT_S_000200_06_001693_001824,21,1125,498,404,616,458
VIRAT_S_000200_06_001693_001824,21,1130,488,404,604,456
VIRAT_S_000200_06_001693_001824,21,1135,488,400,590,456
VIRAT_S_000200_06_001693_001824,21,1140,456,400,576,452
VIRAT_S_000200_06_001693_001824,21,1145,440,396,560,448
VIRAT_S_000200_06_001693_001824,21,1150,422,396,552,444
VIRAT_S_000200_06_001693_001824,21,1155,410,394,536,442
VIRAT_S_000200_06_001693_001824,21,1160,392,392,528,442
VIRAT_S_000200_06_001693_001824,21,1165,380,392,516,442
VIRAT_S_000200_06_001693_001824,21,1170,368,390,486,442
